POINT_ID,ZIP_CODE,LAT,LONG,POPULATION,CITY,COUNTY,STATE,STATE_ABBREVIATION
350667,84780,37.1258667,-113.4943509,1143,Washington,Washington,Utah,UT
350668,84783,37.2401865,-113.7008474,55,Dammeron Valley,Washington,Utah,UT
350669,84782,37.3488241,-113.6644544,59,Veyo,Washington,Utah,UT
350670,84722,37.4575771,-113.605393,30,Central,Washington,Utah,UT
350672,84756,37.574205,-113.5691201,23,Newcastle,Iron,Utah,UT
350673,84781,37.4115499,-113.4620957,8,Pine Valley,Washington,Utah,UT
350674,84746,37.2427913,-113.3561613,62,Leeds,Washington,Utah,UT
350675,84774,37.2904321,-113.2812251,105,Toquerville,Washington,Utah,UT
350676,84757,37.4593243,-113.2635115,87,New Harmony,Washington,Utah,UT
350679,89045,38.8805623,-116.9688668,119,Round Mountain,Nye,Nevada,NV
350680,89310,39.4305418,-117.1627711,31,Austin,Lander,Nevada,NV
350681,89049,38.3473122,-116.2593692,179,Tonopah,Nye,Nevada,NV
350683,89316,39.8279875,-115.9006017,86,Eureka,Eureka,Nevada,NV
350684,89314,38.8228466,-115.7719554,10,Duckwater,White Pine,Nevada,NV
350685,89820,40.4116234,-116.9771556,429,Battle Mountain,Lander,Nevada,NV
350687,89821,40.4953614,-116.4683579,31,Crescent Valley,Eureka,Nevada,NV
350688,89414,41.0445803,-117.1810486,19,Golconda,Humboldt,Nevada,NV
350689,89426,41.487947,-117.4248716,15,Paradise Valley,Humboldt,Nevada,NV
350690,89822,40.530669,-116.1939779,196,Carlin,Elko,Nevada,NV
350693,89815,40.6153331,-115.5942516,1059,Spring Creek,Elko,Nevada,NV
350694,89834,41.3799829,-116.2034715,6,Tuscarora,Elko,Nevada,NV
350695,89801,41.2479911,-115.7614053,1833,Elko,Elko,Nevada,NV
350697,89043,38.2558984,-114.4734128,94,Pioche,Lincoln,Nevada,NV
350698,89317,38.7979011,-115.0251577,45,Lund,White Pine,Nevada,NV
350699,89319,39.2962921,-114.9760038,23,Ruth,White Pine,Nevada,NV
350701,89318,39.443772,-114.8107805,59,Mc Gill,White Pine,Nevada,NV
350702,89301,39.5400497,-114.770485,445,Ely,White Pine,Nevada,NV
350703,84714,37.8480038,-113.7242951,55,Beryl,Iron,Utah,UT
350704,89311,38.9860443,-114.2000687,8,Baker,White Pine,Nevada,NV
350705,84728,39.2951728,-113.9065913,12,Garrison,Millard,Utah,UT
350706,89833,40.4828418,-115.3316285,4,Ruby Valley,Elko,Nevada,NV
350707,89828,40.7798794,-115.2966598,10,Lamoille,Elko,Nevada,NV
350708,89823,41.0073249,-115.280794,19,Deeth,Elko,Nevada,NV
350709,89835,41.1145011,-114.8525242,124,Wells,Elko,Nevada,NV
350711,89825,41.8761925,-114.7774121,108,Jackpot,Elko,Nevada,NV
350712,84034,40.0595451,-113.8778108,20,Ibapah,Tooele,Utah,UT
350713,89883,40.84892,-114.1576766,389,West Wendover,Elko,Nevada,NV
350715,84083,40.8155625,-113.5690728,121,Wendover,Tooele,Utah,UT
350716,89830,41.2697177,-114.2859319,13,Montello,Elko,Nevada,NV
350717,84329,41.7604977,-113.4188573,17,Park Valley,Box Elder,Utah,UT
350718,85320,33.9101867,-113.2099573,92,Aguila,Maricopa,Arizona,AZ
350719,85390,33.9036225,-112.8756673,503,Wickenburg,Maricopa,Arizona,AZ
350721,86321,34.4928309,-113.1031106,163,Bagdad,Yavapai,Arizona,AZ
350722,85332,34.1811102,-112.9047427,64,Congress,Yavapai,Arizona,AZ
350723,85362,34.2799173,-112.8347164,19,Yarnell,Yavapai,Arizona,AZ
350724,86338,34.5817515,-112.7538357,45,Skull Valley,Yavapai,Arizona,AZ
350725,85361,33.7641155,-112.6145966,488,Wittmann,Maricopa,Arizona,AZ
350728,85355,33.5761195,-112.4546186,583,Waddell,Maricopa,Arizona,AZ
350729,85388,33.6023223,-112.4320713,1605,Surprise,nan,Arizona,AZ
350730,85379,33.6030914,-112.369109,2777,Surprise,Maricopa,Arizona,AZ
350731,85374,33.6409957,-112.3783303,2116,Surprise,Maricopa,Arizona,AZ
350732,85387,33.7094965,-112.4509597,371,Surprise,Maricopa,Arizona,AZ
350733,85375,33.6858088,-112.3661677,63,Sun City West,Maricopa,Arizona,AZ
350734,85363,33.5849687,-112.304916,341,Youngtown,Maricopa,Arizona,AZ
350735,85335,33.5922832,-112.3276915,2416,El Mirage,Maricopa,Arizona,AZ
350736,85351,33.6057908,-112.2840601,52,Sun City,Maricopa,Arizona,AZ
350737,85373,33.6714227,-112.2996556,458,Sun City,Maricopa,Arizona,AZ
350738,85345,33.5732438,-112.2458515,4513,Peoria,Maricopa,Arizona,AZ
350739,85381,33.6091718,-112.2303808,2005,Peoria,Maricopa,Arizona,AZ
350740,85382,33.6542905,-112.2494735,2679,Peoria,Maricopa,Arizona,AZ
350742,85383,33.8074027,-112.2519696,2715,Peoria,Maricopa,Arizona,AZ
350743,85342,33.9445492,-112.4513743,92,Morristown,Maricopa,Arizona,AZ
350744,86332,34.3205359,-112.6329323,65,Kirkland,Yavapai,Arizona,AZ
350746,86343,34.1769828,-112.2999856,10,Crown King,Yavapai,Arizona,AZ
350747,86303,34.4824049,-112.4496489,710,Prescott,Yavapai,Arizona,AZ
350748,86313,34.5536018,-112.4524198,1,Prescott,Yavapai,Arizona,AZ
350749,86301,34.5870226,-112.4290331,1543,Prescott,Yavapai,Arizona,AZ
350750,86329,34.4716294,-112.2249982,74,Humboldt,Yavapai,Arizona,AZ
350752,86305,34.8643261,-112.9117639,812,Prescott,Yavapai,Arizona,AZ
350753,86337,35.3597894,-113.0311009,47,Seligman,Yavapai,Arizona,AZ
350754,86334,34.9490425,-112.5445602,365,Paulden,Yavapai,Arizona,AZ
350755,86323,34.7783466,-112.4071427,936,Chino Valley,Yavapai,Arizona,AZ
350756,86314,34.6259902,-112.3062111,2346,Prescott Valley,Yavapai,Arizona,AZ
350757,86315,34.703438,-112.2701667,411,Prescott Valley,Yavapai,Arizona,AZ
350758,86320,35.3461295,-112.6454837,105,Ash Fork,Yavapai,Arizona,AZ
350759,85302,33.5680902,-112.1780886,2763,Glendale,Maricopa,Arizona,AZ
350760,85304,33.5997388,-112.1782763,2304,Glendale,Maricopa,Arizona,AZ
350761,85051,33.5586588,-112.132418,3129,Phoenix,Maricopa,Arizona,AZ
350762,85306,33.6245562,-112.1765893,1868,Glendale,Maricopa,Arizona,AZ
350763,85308,33.6603822,-112.1849643,4626,Glendale,Maricopa,Arizona,AZ
350765,85029,33.5947382,-112.109861,3301,Phoenix,Maricopa,Arizona,AZ
350766,85021,33.5594209,-112.0928747,2653,Phoenix,Maricopa,Arizona,AZ
350767,85053,33.6299221,-112.1316085,2178,Phoenix,Maricopa,Arizona,AZ
350768,85023,33.6351089,-112.0937678,2206,Phoenix,Maricopa,Arizona,AZ
350769,85027,33.6797612,-112.0925291,2522,Phoenix,Maricopa,Arizona,AZ
350771,85310,33.7076486,-112.1592139,1818,Glendale,Maricopa,Arizona,AZ
350772,85083,33.7245698,-112.158548,1451,Phoenix,nan,Arizona,AZ
350773,85085,33.7508149,-112.0906321,835,Phoenix,Maricopa,Arizona,AZ
350774,85086,33.8161366,-112.1199706,2681,Phoenix,Maricopa,Arizona,AZ
350775,85020,33.5673508,-112.0535909,1706,Phoenix,Maricopa,Arizona,AZ
350776,85028,33.5757399,-112.0084094,1142,Phoenix,Maricopa,Arizona,AZ
350778,85022,33.62724,-112.0484143,2708,Phoenix,Maricopa,Arizona,AZ
350780,85032,33.6259203,-112.0025027,4348,Phoenix,Maricopa,Arizona,AZ
350781,85254,33.615485,-111.9522349,3213,Scottsdale,Maricopa,Arizona,AZ
350782,85050,33.6827376,-111.998063,1515,Phoenix,Maricopa,Arizona,AZ
350783,85054,33.6785364,-111.9410953,201,Phoenix,Maricopa,Arizona,AZ
350784,85024,33.7361039,-112.029599,1487,Phoenix,Maricopa,Arizona,AZ
350785,85087,33.9245977,-112.1268823,460,New River,Maricopa,Arizona,AZ
350787,85258,33.5642949,-111.8958811,860,Scottsdale,Maricopa,Arizona,AZ
350789,85260,33.6107386,-111.891472,1961,Scottsdale,Maricopa,Arizona,AZ
350791,85259,33.6011124,-111.8094879,1583,Scottsdale,Maricopa,Arizona,AZ
350792,85255,33.6681868,-111.8225232,1832,Scottsdale,Maricopa,Arizona,AZ
350793,85266,33.7664604,-111.9180514,566,Scottsdale,Maricopa,Arizona,AZ
350794,85268,33.606089,-111.7432765,1048,Fountain Hills,Maricopa,Arizona,AZ
350795,85377,33.8231949,-111.9133775,136,Carefree,Maricopa,Arizona,AZ
350796,85331,33.8788899,-111.9126874,1683,Cave Creek,Maricopa,Arizona,AZ
350797,85262,33.8350283,-111.8060184,427,Scottsdale,Maricopa,Arizona,AZ
350798,86333,34.3230411,-112.08197,325,Mayer,Yavapai,Arizona,AZ
350799,85324,34.1191907,-112.044271,132,Black Canyon City,Yavapai,Arizona,AZ
350802,86327,34.571319,-112.1050205,384,Dewey,Yavapai,Arizona,AZ
350803,86322,34.5002789,-111.8011579,716,Camp Verde,Yavapai,Arizona,AZ
350804,85264,33.6351132,-111.5322837,105,Fort Mcdowell,Maricopa,Arizona,AZ
350805,85263,33.8395687,-111.5235481,13,Rio Verde,Maricopa,Arizona,AZ
350806,85553,33.8472233,-111.1865892,28,Tonto Basin,Gila,Arizona,AZ
350807,85544,34.3038561,-111.5611326,92,Pine,Gila,Arizona,AZ
350808,85541,34.1945371,-111.3043093,1159,Payson,Gila,Arizona,AZ
350810,86331,34.7268418,-112.1438722,20,Jerome,Yavapai,Arizona,AZ
350811,86324,34.8574413,-112.1204271,214,Clarkdale,Yavapai,Arizona,AZ
350812,86326,34.7000307,-112.0236342,1400,Cottonwood,Yavapai,Arizona,AZ
350815,86325,34.7345632,-111.8979256,220,Cornville,Yavapai,Arizona,AZ
350816,86351,34.7784471,-111.7850687,177,Sedona,Coconino,Arizona,AZ
350818,86336,34.9098861,-111.8672519,424,Sedona,Coconino,Arizona,AZ
350819,86046,35.4159157,-112.1245475,409,Williams,Coconino,Arizona,AZ
350820,86018,35.1887114,-111.9161305,40,Parks,Coconino,Arizona,AZ
350821,86015,35.2315645,-111.8402103,9,Bellemont,Coconino,Arizona,AZ
350822,86335,34.6947235,-111.6731517,277,Rimrock,Yavapai,Arizona,AZ
350823,86017,34.8890563,-111.6261529,26,Munds Park,Coconino,Arizona,AZ
350825,86024,34.668857,-111.3120658,8,Happy Jack,Coconino,Arizona,AZ
350826,86011,35.1800618,-111.6550355,3488,Flagstaff,Coconino,Arizona,AZ
350828,86001,35.2876614,-111.6393027,2929,Flagstaff,Coconino,Arizona,AZ
350829,86004,35.3809395,-111.3734633,2815,Flagstaff,Coconino,Arizona,AZ
350830,86435,36.044172,-112.9038904,36,Supai,Coconino,Arizona,AZ
350831,84737,37.0447117,-113.2060115,1136,Hurricane,Washington,Utah,UT
350834,86021,36.9722793,-113.0243182,672,Colorado City,Mohave,Arizona,AZ
350835,84763,37.1422876,-113.0705338,6,Rockville,Washington,Utah,UT
350836,86022,36.8563159,-112.8369957,160,Fredonia,Coconino,Arizona,AZ
350837,84784,37.0253335,-112.96389,333,Hildale,Washington,Utah,UT
350838,84745,37.2316378,-113.2445948,337,La Verkin,Washington,Utah,UT
350839,84779,37.3348863,-113.1221478,79,Virgin,Washington,Utah,UT
350840,84767,37.2369917,-112.9866074,42,Springdale,Washington,Utah,UT
350841,84742,37.5401076,-113.2080302,14,Kanarraville,Iron,Utah,UT
350842,84720,37.5906273,-113.1909883,2419,Cedar City,Iron,Utah,UT
350844,84755,37.2296673,-112.7702908,11,Mount Carmel,Kane,Utah,UT
350845,84758,37.3188013,-112.7224595,52,Orderville,Kane,Utah,UT
350846,84762,37.4800783,-112.7288153,4,Duck Creek Village,Kane,Utah,UT
350848,84741,37.1871263,-112.2494156,352,Kanab,Kane,Utah,UT
350849,84729,37.3631382,-112.6587085,35,Glendale,Kane,Utah,UT
350850,84710,37.4824514,-112.4777491,5,Alton,Kane,Utah,UT
350851,84735,37.6406011,-112.4307717,8,Hatch,Garfield,Utah,UT
350853,86023,36.0331312,-112.0226159,159,Grand Canyon,Coconino,Arizona,AZ
350854,86020,35.9927985,-111.4978171,205,Cameron,Coconino,Arizona,AZ
350857,86036,36.7382456,-111.823136,12,Marble Canyon,Coconino,Arizona,AZ
350858,84764,37.6111319,-112.1534751,20,Bryce,Garfield,Utah,UT
350859,84776,37.6355987,-112.0773408,28,Tropic,Garfield,Utah,UT
350860,84718,37.5395823,-112.0451054,12,Cannonville,Garfield,Utah,UT
350861,84736,37.5498879,-111.9981677,31,Henrieville,Garfield,Utah,UT
350863,86040,36.7054963,-111.4275382,861,Page,Coconino,Arizona,AZ
350865,84726,37.7392862,-111.5881503,70,Escalante,Garfield,Utah,UT
350866,85545,33.5649811,-111.1406373,19,Roosevelt,Gila,Arizona,AZ
350867,85554,33.9766515,-110.9603436,22,Young,Gila,Arizona,AZ
350868,85501,33.559004,-110.7691258,903,Globe,Gila,Arizona,AZ
350869,85931,34.3700053,-110.9156465,10,Forest Lakes,Coconino,Arizona,AZ
350870,85550,33.5796449,-110.4524166,529,San Carlos,Gila,Arizona,AZ
350871,85911,34.1730525,-110.3673326,200,Cibecue,Navajo,Arizona,AZ
350873,85933,34.3570929,-110.5092633,138,Overgaard,Navajo,Arizona,AZ
350874,85928,34.5453631,-110.5511816,73,Heber,Navajo,Arizona,AZ
350875,85923,34.3249603,-110.3405594,50,Clay Springs,Navajo,Arizona,AZ
350876,85934,34.3002494,-110.2457339,34,Pinedale,Navajo,Arizona,AZ
350878,86047,35.1134363,-110.6712475,1241,Winslow,Navajo,Arizona,AZ
350879,86035,35.4567178,-110.9441845,169,Leupp,Coconino,Arizona,AZ
350881,86032,35.07961,-110.2839243,142,Joseph City,Navajo,Arizona,AZ
350883,86025,34.9307809,-110.1048077,484,Holbrook,Navajo,Arizona,AZ
350884,85926,33.7692531,-109.9792746,30,Fort Apache,Navajo,Arizona,AZ
350886,85941,33.8213911,-109.9698267,1009,Whiteriver,Navajo,Arizona,AZ
350888,85930,34.0473243,-109.7206738,116,Mcnary,Apache,Arizona,AZ
350890,85901,34.3148056,-110.0240138,1124,Show Low,Navajo,Arizona,AZ
350891,85929,34.1846834,-109.9398224,620,Lakeside,Navajo,Arizona,AZ
350892,85935,34.1199284,-109.8966913,318,Pinetop,Navajo,Arizona,AZ
350893,85939,34.4314285,-110.085261,393,Taylor,Navajo,Arizona,AZ
350895,85937,34.5737019,-110.0641023,583,Snowflake,Navajo,Arizona,AZ
350896,85912,34.4347631,-109.8987026,5,White Mountain Lake,Navajo,Arizona,AZ
350897,85940,34.2516634,-109.6822571,81,Vernon,Apache,Arizona,AZ
350898,85924,34.5666221,-109.6723571,136,Concho,Apache,Arizona,AZ
350899,85927,34.006428,-109.4642489,3,Greer,Apache,Arizona,AZ
350901,85932,33.9533415,-109.2134993,17,Nutrioso,Apache,Arizona,AZ
350902,85920,33.8619204,-109.1770099,15,Alpine,Apache,Arizona,AZ
350903,85925,34.0881098,-109.3229918,374,Eagar,Apache,Arizona,AZ
350904,85938,34.1493013,-109.3365319,166,Springerville,Apache,Arizona,AZ
350906,86029,35.0210115,-109.9926308,29,Sun Valley,Navajo,Arizona,AZ
350907,86031,35.386597,-110.051698,190,Indian Wells,Navajo,Arizona,AZ
350908,86502,35.2179493,-109.5918619,120,Chambers,Apache,Arizona,AZ
350909,86505,35.6237543,-109.7069617,786,Ganado,Apache,Arizona,AZ
350910,85936,34.6526833,-109.2687406,310,Saint Johns,Apache,Arizona,AZ
350911,86512,35.095074,-109.2431649,250,Sanders,Apache,Arizona,AZ
350914,86506,35.3580528,-109.2204013,143,Houck,Apache,Arizona,AZ
350915,86508,35.3294882,-109.0955818,85,Lupton,Apache,Arizona,AZ
350916,86511,35.5501011,-109.1536627,339,Saint Michaels,Apache,Arizona,AZ
350917,86045,36.096446,-111.1164155,1144,Tuba City,Coconino,Arizona,AZ
350918,86030,35.9684909,-110.7304721,123,Hotevilla,Navajo,Arizona,AZ
350919,86044,36.6931912,-110.8102711,480,Tonalea,Coconino,Arizona,AZ
350920,86043,35.8097006,-110.5334412,181,Second Mesa,Navajo,Arizona,AZ
350921,86042,35.8617582,-110.3841515,172,Polacca,Navajo,Arizona,AZ
350922,86039,36.0558026,-110.5252157,137,Kykotsmovi Village,Navajo,Arizona,AZ
350923,86034,35.7942045,-110.1258679,218,Keams Canyon,Navajo,Arizona,AZ
350924,86510,36.2579844,-110.2203736,534,Pinon,Navajo,Arizona,AZ
350926,86033,36.6757753,-110.2282231,881,Kayenta,Navajo,Arizona,AZ
350927,86053,36.7350521,-111.0551951,285,Kaibito,Coconino,Arizona,AZ
350928,86054,36.7246371,-110.6121722,187,Shonto,Navajo,Arizona,AZ
350930,84536,37.1271733,-110.3512686,166,Monument Valley,San Juan,Utah,UT
350931,84533,37.5648878,-110.4431213,16,Lake Powell,San Juan,Utah,UT
350932,86520,36.1099126,-109.9356124,210,Blue Gap,Navajo,Arizona,AZ
350933,86503,36.1534278,-109.6853411,1210,Chinle,Apache,Arizona,AZ
350935,86538,36.4022238,-109.5964071,230,Many Farms,Apache,Arizona,AZ
350936,86540,35.941437,-109.4439778,135,Nazlini,Apache,Arizona,AZ
350938,86504,35.932269,-109.1354608,647,Fort Defiance,Apache,Arizona,AZ
350939,86547,36.512528,-109.4940817,144,Round Rock,Apache,Arizona,AZ
350940,86556,36.2884058,-109.2554182,227,Tsaile,Apache,Arizona,AZ
350941,86507,36.4104493,-109.264055,264,Lukachukai,Apache,Arizona,AZ
350942,86544,36.6194783,-109.1642045,126,Red Valley,Apache,Arizona,AZ
350943,86535,36.7940269,-109.8552264,138,Dennehotso,Apache,Arizona,AZ
350944,84531,37.1742648,-109.883579,66,Mexican Hat,San Juan,Utah,UT
350946,86545,36.7114129,-109.606619,186,Rock Point,Apache,Arizona,AZ
350947,84512,37.0941073,-109.6181816,87,Bluff,San Juan,Utah,UT
350949,86514,36.8802571,-109.3328781,307,Teec Nos Pos,Apache,Arizona,AZ
350951,84511,37.5858447,-109.4077997,431,Blanding,San Juan,Utah,UT
350952,84534,37.253519,-109.2319244,310,Montezuma Creek,San Juan,Utah,UT
350953,84721,37.7703402,-113.0786136,1749,Cedar City,Iron,Utah,UT
350954,84772,37.7742024,-112.937701,8,Summit,Iron,Utah,UT
350955,84761,37.8752419,-112.8484432,253,Parowan,Iron,Utah,UT
350956,84752,38.1868021,-112.8726525,84,Minersville,Beaver,Utah,UT
350957,84731,38.2527219,-112.8533737,16,Greenville,Beaver,Utah,UT
350958,84751,38.3834231,-112.9276631,144,Milford,Beaver,Utah,UT
350959,84760,37.9549705,-112.6691646,48,Paragonah,Iron,Utah,UT
350961,84759,37.9066093,-112.399422,180,Panguitch,Garfield,Utah,UT
350962,84723,38.1800661,-112.2524607,52,Circleville,Piute,Utah,UT
350964,84713,38.322179,-112.6509309,318,Beaver,Beaver,Utah,UT
350965,84637,38.6780603,-112.5180818,56,Kanosh,Millard,Utah,UT
350966,84740,38.297847,-112.2592512,13,Junction,Piute,Utah,UT
350967,84766,38.5763484,-112.3170729,11,Sevier,Sevier,Utah,UT
350968,84739,38.6292275,-112.2061286,32,Joseph,Sevier,Utah,UT
350969,84635,39.4019631,-112.7229432,76,Hinckley,Millard,Utah,UT
350970,84631,38.9576176,-112.3887831,251,Fillmore,Millard,Utah,UT
350972,84636,39.1406012,-112.3389337,27,Holden,Millard,Utah,UT
350973,84624,39.4598943,-112.6427055,508,Delta,Millard,Utah,UT
350975,84649,39.3444356,-112.3291973,74,Oak City,Millard,Utah,UT
350976,84640,39.4968884,-112.3886393,6,Lynndyl,Millard,Utah,UT
350977,84638,39.5121629,-112.2563136,27,Leamington,Millard,Utah,UT
350978,84712,37.9925349,-111.9319119,10,Antimony,Garfield,Utah,UT
350979,84750,38.4386722,-112.1921023,38,Marysvale,Piute,Utah,UT
350980,84754,38.6243777,-112.108864,281,Monroe,Sevier,Utah,UT
350981,84724,38.6752771,-112.1488883,86,Elsinore,Sevier,Utah,UT
350982,84744,38.6202074,-111.9430437,79,Koosharem,Sevier,Utah,UT
350983,84711,38.6699024,-112.0226564,43,Annabella,Sevier,Utah,UT
350986,84730,38.7363078,-112.0193798,29,Glenwood,Sevier,Utah,UT
350987,84701,38.6012442,-111.6984031,674,Richfield,Sevier,Utah,UT
350988,84716,37.9443895,-111.44226,14,Boulder,Garfield,Utah,UT
350989,84773,38.2257257,-111.3410963,16,Teasdale,Wayne,Utah,UT
350990,84715,38.2901158,-111.5487843,38,Bicknell,Wayne,Utah,UT
350992,84747,38.4065724,-111.6438822,82,Loa,Wayne,Utah,UT
350993,84749,38.4310254,-111.5290711,17,Lyman,Wayne,Utah,UT
350994,84657,38.8185858,-111.9389374,41,Sigurd,Sevier,Utah,UT
350995,84656,39.1355985,-112.0683885,21,Scipio,Millard,Utah,UT
350996,84620,38.9148227,-111.9276846,76,Aurora,Sevier,Utah,UT
350998,84652,39.0169033,-111.8682231,66,Redmond,Sevier,Utah,UT
350999,84621,39.0509645,-111.8262468,22,Axtell,Sanpete,Utah,UT
351000,84622,39.1038309,-111.8216791,118,Centerfield,Sanpete,Utah,UT
351001,84634,39.1584049,-111.811071,167,Gunnison,Sanpete,Utah,UT
351002,84630,39.2873237,-111.8294907,24,Fayette,Sanpete,Utah,UT
351003,84643,39.1151636,-111.7128501,44,Mayfield,Sanpete,Utah,UT
351004,84639,39.5076693,-111.9000885,61,Levan,Juab,Utah,UT
351005,84648,39.6858046,-111.8644913,503,Nephi,Juab,Utah,UT
351007,84645,39.8355275,-111.8436706,274,Mona,Juab,Utah,UT
351008,84654,38.8764391,-111.6709084,204,Salina,Sevier,Utah,UT
351009,84665,39.1956792,-111.6702467,55,Sterling,Sanpete,Utah,UT
351011,84642,39.2862208,-111.6188914,348,Manti,Sanpete,Utah,UT
351012,84522,38.9239742,-111.2109527,28,Emery,Emery,Utah,UT
351013,84523,39.093675,-111.1979846,118,Ferron,Emery,Utah,UT
351015,84627,39.35316,-111.5610708,1607,Ephraim,Sanpete,Utah,UT
351016,84667,39.5003423,-111.6648213,52,Wales,Sanpete,Utah,UT
351017,84646,39.5410546,-111.6087953,138,Moroni,Sanpete,Utah,UT
351018,84623,39.4538382,-111.5884496,30,Chester,Sanpete,Utah,UT
351019,84662,39.4294697,-111.4719262,119,Spring City,Sanpete,Utah,UT
351020,84647,39.5411066,-111.4158206,538,Mount Pleasant,Sanpete,Utah,UT
351021,84632,39.6201577,-111.6582672,107,Fountain Green,Sanpete,Utah,UT
351022,84629,39.783373,-111.476408,239,Fairview,Sanpete,Utah,UT
351023,84537,39.3300555,-111.2312347,125,Orangeville,Emery,Utah,UT
351025,84029,40.6463697,-112.7290809,817,Grantsville,Tooele,Utah,UT
351026,84080,40.1002445,-112.429915,21,Vernon,Tooele,Utah,UT
351027,84022,40.3916579,-112.6267201,88,Dugway,Tooele,Utah,UT
351028,84069,40.3899073,-112.5206863,26,Rush Valley,Tooele,Utah,UT
351029,84071,40.393861,-112.3071265,81,Stockton,Tooele,Utah,UT
351031,84074,40.5562012,-112.2657435,3396,Tooele,Tooele,Utah,UT
351032,84336,41.9129777,-112.7706043,18,Snowville,Box Elder,Utah,UT
351033,84307,41.4586192,-112.5052958,100,Corinne,Box Elder,Utah,UT
351034,84316,41.7709647,-112.4844306,18,Howell,Box Elder,Utah,UT
351035,84337,41.7651009,-112.3174144,892,Tremonton,Box Elder,Utah,UT
351036,84628,39.9415468,-112.1313435,50,Eureka,Juab,Utah,UT
351037,84626,39.9044484,-111.9989801,40,Elberta,Utah,Utah,UT
351038,84013,40.2959242,-112.094468,99,Cedar Valley,Utah,Utah,UT
351039,84005,40.3251163,-111.9965376,1193,Eagle Mountain,nan,Utah,UT
351040,84633,39.9674949,-111.9067699,79,Goshen,Utah,Utah,UT
351041,84655,39.9713133,-111.8068196,835,Santaquin,Utah,Utah,UT
351042,84651,39.9582146,-111.7154166,2111,Payson,Utah,Utah,UT
351044,84045,40.3364908,-111.9111905,908,Saratoga Springs,nan,Utah,UT
351045,84660,40.1212675,-111.6955417,3056,Spanish Fork,Utah,Utah,UT
351046,84601,40.2265694,-111.6972503,2186,Provo,Utah,Utah,UT
351047,84058,40.2877427,-111.7279225,3113,Orem,Utah,Utah,UT
351050,84057,40.3142772,-111.7104022,2839,Orem,Utah,Utah,UT
351051,84042,40.3407717,-111.7245166,1099,Lindon,Utah,Utah,UT
351054,84096,40.5157866,-112.1023087,2195,Herriman,nan,Utah,UT
351055,84006,40.6014729,-112.1172187,55,Bingham Canyon,Salt Lake,Utah,UT
351056,84065,40.4938603,-111.9437216,3291,Riverton,Salt Lake,Utah,UT
351057,84081,40.6027947,-112.0376164,3356,West Jordan,Salt Lake,Utah,UT
351058,84095,40.5574993,-111.9794528,4241,South Jordan,Salt Lake,Utah,UT
351062,84088,40.5951629,-111.9609085,2934,West Jordan,Salt Lake,Utah,UT
351063,84084,40.6228865,-111.9645636,2812,West Jordan,Salt Lake,Utah,UT
351064,84044,40.7211502,-112.1649445,2077,Magna,Salt Lake,Utah,UT
351065,84118,40.6535218,-112.0134151,5450,Salt Lake City,Salt Lake,Utah,UT
351066,84120,40.6974761,-112.00124,4059,Salt Lake City,Salt Lake,Utah,UT
351067,84128,40.7004496,-112.0467721,2386,Salt Lake City,Salt Lake,Utah,UT
351070,84104,40.749441,-111.9815371,1906,Salt Lake City,Salt Lake,Utah,UT
351071,84119,40.7002584,-111.9464247,3798,Salt Lake City,Salt Lake,Utah,UT
351072,84116,40.8027483,-111.9570324,2510,Salt Lake City,Salt Lake,Utah,UT
351073,84043,40.410762,-111.87679,2989,Lehi,Utah,Utah,UT
351077,84020,40.500154,-111.8695763,3111,Draper,Salt Lake,Utah,UT
351079,84070,40.5771011,-111.8890457,1591,Sandy,Salt Lake,Utah,UT
351081,84047,40.6152193,-111.8907286,1575,Midvale,Salt Lake,Utah,UT
351083,84094,40.5718747,-111.8621356,2237,Sandy,Salt Lake,Utah,UT
351085,84093,40.5947744,-111.8285325,1870,Sandy,Salt Lake,Utah,UT
351092,84003,40.4716536,-111.6805903,3993,American Fork,Utah,Utah,UT
351093,84004,40.508773,-111.7514031,1249,Alpine,Utah,Utah,UT
351094,84092,40.5541506,-111.7062643,2692,Sandy,Salt Lake,Utah,UT
351095,84123,40.6588882,-111.9216237,2763,Salt Lake City,Salt Lake,Utah,UT
351096,84107,40.6580253,-111.8844504,1759,Salt Lake City,Salt Lake,Utah,UT
351098,84115,40.7144965,-111.8926875,1341,Salt Lake City,Salt Lake,Utah,UT
351099,84101,40.7563834,-111.9000616,260,Salt Lake City,Salt Lake,Utah,UT
351100,84111,40.7559589,-111.8839829,443,Salt Lake City,Salt Lake,Utah,UT
351101,84117,40.6610332,-111.8346999,1414,Salt Lake City,Salt Lake,Utah,UT
351103,84124,40.6772055,-111.8132709,1366,Salt Lake City,Salt Lake,Utah,UT
351105,84106,40.706763,-111.8556558,1657,Salt Lake City,Salt Lake,Utah,UT
351106,84105,40.738309,-111.8595587,1346,Salt Lake City,Salt Lake,Utah,UT
351107,84102,40.7602498,-111.8643862,872,Salt Lake City,Salt Lake,Utah,UT
351112,84054,40.8388662,-111.917284,952,North Salt Lake,Davis,Utah,UT
351113,84087,40.8849294,-111.9322466,1025,Woods Cross,Davis,Utah,UT
351117,84112,40.7650741,-111.8414912,846,Salt Lake City,Salt Lake,Utah,UT
351118,84103,40.7950797,-111.8425714,1027,Salt Lake City,Salt Lake,Utah,UT
351119,84113,40.7646413,-111.8335105,144,Salt Lake City,Salt Lake,Utah,UT
351120,84010,40.8679417,-111.8678445,3297,Bountiful,Davis,Utah,UT
