COUNTY,LAT,LONG,POPULATION,STATE,STATE_ABBREVIATION
Alfalfa,36.4994537,-98.5248422,276,Oklahoma,OK
Alger,46.3233057,-87.0528378,464,Michigan,MI
Allamakee,43.1075778,-91.5515792,948,Iowa,IA
Allegan,42.571678,-86.1162357,7149,Michigan,MI
Allegany,39.5139634,-79.040514,5945,Maryland,MD
Allegany,42.0139053,-78.2664423,4843,New York,NY
Alleghany,36.5320301,-81.3094085,628,North Carolina,NC
Alleghany,37.7636324,-79.9430784,83,Virginia,VA
Allegheny,40.5049911,-80.3539458,79116,Pennsylvania,PA
Allen,40.9115041,-85.2857547,25745,Indiana,IN
Allen,37.79573,-95.441762,1014,Kansas,KS
Allen,36.6728526,-86.2621119,1379,Kentucky,KY
Allen,30.5277723,-93.0433968,1482,Louisiana,LA
Allen,40.7108528,-84.3651278,8208,Ohio,OH
Allendale,32.9863677,-81.3781102,723,South Carolina,SC
Alpena,45.0173181,-83.7770379,1964,Michigan,MI
Alpine,38.6892614,-120.0549746,57,California,CA
Amador,38.325248,-120.9557871,2305,California,CA
Amelia,37.3080388,-78.1173289,756,Virginia,VA
Amherst,37.5761497,-79.2533667,2376,Virginia,VA
Amite,31.306441,-91.1806465,705,Mississippi,MS
Anderson,38.2078096,-95.4941379,526,Kansas,KS
Anderson,37.9958149,-84.9795218,1445,Kentucky,KY
Anderson,34.5342534,-82.8683422,11410,South Carolina,SC
Anderson,35.9664826,-84.2905489,4315,Tennessee,TN
Anderson,31.8515788,-95.8884586,3220,Texas,TX
Andrew,39.7899154,-94.8033118,2728,Missouri,MO
Andrews,32.3357287,-102.6973035,1122,Texas,TX
Androscoggin,43.9560209,-70.1324175,7276,Maine,ME
Angelina,31.1870715,-94.7588031,6250,Texas,TX
Anne Arundel,38.7333708,-76.5931484,34421,Maryland,MD
Anoka,45.2882979,-93.4311025,22158,Minnesota,MN
Anson,34.8449256,-80.2656808,1799,North Carolina,NC
Antelope,42.1846609,-98.2101103,360,Nebraska,NE
Antrim,44.9189876,-85.3902865,1208,Michigan,MI
Apache,34.0473243,-109.7206738,6981,Arizona,AZ
Appanoose,40.8012198,-93.0639489,838,Iowa,IA
Appling,31.7770504,-82.3477255,1204,Georgia,GA
Appomattox,37.3225639,-78.9027582,918,Virginia,VA
Aransas,28.1326268,-97.0620702,1129,Texas,TX
Arapahoe,39.5803086,-104.9549168,36110,Colorado,CO
Archer,33.5273956,-98.884782,515,Texas,TX
Archuleta,37.1097774,-107.439077,651,Colorado,CO
Arenac,43.9753389,-83.9367975,965,Michigan,MI
Arkansas,34.3811379,-91.6690757,1262,Arkansas,AR
Arlington,38.8950783,-77.1625214,6984,Virginia,VA
Armstrong,40.5938076,-79.5566159,3972,Pennsylvania,PA
Armstrong,35.0071004,-101.3940349,128,Texas,TX
Aroostook,45.7574784,-68.4041523,4784,Maine,ME
Arthur,41.5136043,-101.6887874,24,Nebraska,NE
Ascension,30.1537163,-91.0032001,7820,Louisiana,LA
Ashe,36.3348236,-81.6082007,1539,North Carolina,NC
Ashland,40.667625,-82.3206283,3993,Ohio,OH
Ashland,46.1258979,-90.6856794,1215,Wisconsin,WI
Ashley,33.1310522,-91.9965051,1577,Arkansas,AR
Ashtabula,41.5492049,-80.9833051,6943,Ohio,OH
Asotin,46.0872068,-117.249856,1402,Washington,WA
Assumption,29.782968,-90.9889687,1604,Louisiana,LA
Atascosa,28.7909153,-98.7176338,3101,Texas,TX
Atchison,39.5410669,-95.520384,1515,Kansas,KS
Atchison,40.4811586,-95.6459335,375,Missouri,MO
Athens,39.1898622,-82.2376761,8809,Ohio,OH
Atkinson,31.3958235,-83.0253918,747,Georgia,GA
Atlantic,39.3189684,-74.5884576,19754,New Jersey,NJ
Atoka,34.2080125,-96.1970111,854,Oklahoma,OK
Attala,32.9924118,-89.7648003,1313,Mississippi,MS
Audrain,39.2717339,-91.9998379,1722,Missouri,MO
Audubon,41.6567518,-95.0759309,387,Iowa,IA
Auglaize,40.39188,-84.368259,3930,Ohio,OH
Augusta,38.1480598,-79.443355,3121,Virginia,VA
Aurora,43.724481,-98.7336405,183,South Dakota,SD
Austin,29.9049485,-96.4826169,2159,Texas,TX
Autauga,32.4519041,-86.7238215,4130,Alabama,AL
Avery,36.0219928,-81.9424253,1273,North Carolina,NC
Avoyelles,30.8711187,-92.1755593,2843,Louisiana,LA
Baca,37.2247068,-102.9992831,243,Colorado,CO
Bacon,31.5454845,-82.4406929,604,Georgia,GA
Bailey,34.1725602,-102.78941,555,Texas,TX
Baker,30.1881604,-82.4244906,1866,Florida,FL
Baker,44.4553438,-118.2222296,959,Oregon,OR
Baldwin,30.2696536,-87.7506265,11590,Alabama,AL
Baldwin,33.0772818,-83.2461709,4051,Georgia,GA
Ballard,37.0774079,-89.0503108,418,Kentucky,KY
Baltimore,39.2728572,-76.7477406,55376,Maryland,MD
Baltimore (city),39.2842419,-76.6914041,43859,Maryland,MD
Bamberg,33.1820686,-81.1797722,1532,South Carolina,SC
Bandera,29.8094295,-99.5402416,1208,Texas,TX
Banks,34.2640556,-83.5667878,856,Georgia,GA
Banner,41.5895817,-103.7446245,28,Nebraska,NE
Bannock,42.8563381,-112.6298659,6332,Idaho,ID
Baraga,46.5474193,-88.6003649,493,Michigan,MI
Barber,37.0705405,-98.7800834,308,Kansas,KS
Barbour,31.6794432,-85.5577196,1640,Alabama,AL
Barbour,39.0334653,-79.9625383,1134,West Virginia,WV
Barnes,46.6522316,-98.1952995,775,North Dakota,ND
Barnstable,41.478974,-70.766911,12108,Massachusetts,MA
Barnwell,33.2319366,-81.4284035,1766,South Carolina,SC
Barren,36.8513279,-86.0536641,2625,Kentucky,KY
Barron,45.4151131,-92.1701067,2892,Wisconsin,WI
Barrow,33.9294718,-83.7584221,5034,Georgia,GA
Barry,42.6993829,-85.4617777,3486,Michigan,MI
Barry,36.5979506,-94.0249312,2658,Missouri,MO
Bartholomew,39.1588734,-85.9931989,5285,Indiana,IN
Barton,38.2721846,-98.9790932,2023,Kansas,KS
Barton,37.4806882,-94.5683093,812,Missouri,MO
Bartow,34.0954526,-84.9710741,7164,Georgia,GA
Bastrop,29.8440132,-97.3579956,5152,Texas,TX
Bates,38.0650181,-94.5634681,1263,Missouri,MO
Bath,38.222359,-83.8897399,784,Kentucky,KY
Bath,37.9420285,-79.8918061,330,Virginia,VA
Baxter,36.0229505,-92.3906327,2067,Arkansas,AR
Bay,30.1421851,-85.7326784,10948,Florida,FL
Bay,43.9627848,-84.1780165,7027,Michigan,MI
Bayfield,46.3192871,-91.343441,709,Wisconsin,WI
Baylor,33.6211472,-99.2437682,212,Texas,TX
Beadle,44.391041,-98.7374541,1102,South Dakota,SD
Bear Lake,42.166116,-111.5111702,390,Idaho,ID
Beaufort,35.4479823,-77.0720023,3082,North Carolina,NC
Beaufort,32.2145214,-80.8915703,9442,South Carolina,SC
Beauregard,30.6671538,-93.562092,2791,Louisiana,LA
Beaver,36.6086975,-100.7979814,384,Oklahoma,OK
Beaver,40.5516947,-80.4878559,10510,Pennsylvania,PA
Beaver,38.1868021,-112.8726525,562,Utah,UT
Beaverhead,45.3194477,-113.3731573,793,Montana,MT
Becker,46.8855255,-96.1161273,1874,Minnesota,MN
Beckham,35.1974815,-99.896396,1367,Oklahoma,OK
Bedford,39.802122,-78.7524966,3030,Pennsylvania,PA
Bedford,35.6064684,-86.586661,3197,Tennessee,TN
Bedford,37.1735553,-79.7963867,3544,Virginia,VA
Bedford (city),37.3448377,-79.5238841,1214,Virginia,VA
Bee,28.1795761,-97.7083927,2131,Texas,TX
Belknap,43.4310306,-71.5759983,4121,New Hampshire,NH
Bell,36.6025463,-83.9390443,2009,Kentucky,KY
Bell,30.9257362,-97.59865,23099,Texas,TX
Belmont,39.9878938,-81.1745901,4262,Ohio,OH
Beltrami,47.4219773,-95.1181236,3801,Minnesota,MN
Ben Hill,31.7364651,-83.2150369,1280,Georgia,GA
Benewah,47.1135986,-116.9100374,652,Idaho,ID
Bennett,43.308056,-101.9416148,300,South Dakota,SD
Bennington,42.8205691,-73.274398,2660,Vermont,VT
Benson,48.0441587,-99.7729706,514,North Dakota,ND
Bent,37.9457037,-103.1573962,260,Colorado,CO
Benton,36.1688141,-94.4548563,14030,Arkansas,AR
Benton,40.4668377,-87.473426,699,Indiana,IN
Benton,41.8767817,-92.25691,1792,Iowa,IA
Benton,45.7637555,-94.1820513,2037,Minnesota,MN
Benton,34.6473374,-89.1949715,462,Mississippi,MS
Benton,38.2195308,-93.3669589,981,Missouri,MO
Benton,44.3649961,-123.6231522,8275,Oregon,OR
Benton,35.8775772,-88.0838948,1046,Tennessee,TN
Benton,45.9419533,-119.6900969,12843,Washington,WA
Benzie,44.6154164,-86.244403,904,Michigan,MI
Bergen,40.7862555,-74.1262199,57553,New Jersey,NJ
Berkeley,32.9858773,-80.1154398,12001,South Carolina,SC
Berkeley,39.3105884,-78.0559477,3897,West Virginia,WV
Berks,40.3617878,-76.1373196,31694,Pennsylvania,PA
Berkshire,42.10928,-73.4628862,9413,Massachusetts,MA
Bernalillo,35.0891701,-106.8717723,45224,New Mexico,NM
Berrien,31.060719,-83.2186884,1451,Georgia,GA
Berrien,41.7816709,-86.7268359,11756,Michigan,MI
Bertie,36.0773056,-77.2150252,1427,North Carolina,NC
Bexar,29.2837503,-98.7376933,133201,Texas,TX
Bibb,32.9111222,-87.2716811,1520,Alabama,AL
Bibb,32.7296638,-83.6853396,13157,Georgia,GA
Bienville,32.2244407,-93.1163138,1050,Louisiana,LA
Big Horn,45.3358671,-108.5103375,980,Montana,MT
Big Horn,44.7968482,-108.5534879,811,Wyoming,WY
Big Stone,45.5741885,-96.6798366,346,Minnesota,MN
Billings,46.9510048,-103.5496529,24,North Dakota,ND
Bingham,43.020349,-112.8691669,3478,Idaho,ID
Black Hawk,42.3579275,-92.464199,10086,Iowa,IA
Blackford,40.466214,-85.3403743,883,Indiana,IN
Bladen,34.5581217,-78.7727155,2139,North Carolina,NC
Blaine,43.7424779,-114.6383111,1210,Idaho,ID
Blaine,48.5315842,-109.238565,461,Montana,MT
Blaine,41.8258349,-100.2053827,31,Nebraska,NE
Blaine,36.052152,-98.6637188,701,Oklahoma,OK
Blair,40.2825496,-78.5042835,9378,Pennsylvania,PA
Blanco,30.1829141,-98.5665485,2873,Texas,TX
Bland,36.995958,-81.3871242,379,Virginia,VA
Bleckley,32.415886,-83.349077,1738,Georgia,GA
Bledsoe,35.6274088,-85.2361802,731,Tennessee,TN
Blount,33.9378796,-86.7583487,3021,Alabama,AL
Blount,35.6206416,-83.8940112,7610,Tennessee,TN
Blue Earth,43.9563544,-94.2440398,5891,Minnesota,MN
Boise,43.9118705,-116.1304179,318,Idaho,ID
Bolivar,33.5592437,-91.0523512,2741,Mississippi,MS
Bollinger,37.1210824,-90.133127,792,Missouri,MO
Bon Homme,42.8461992,-97.9452465,422,South Dakota,SD
Bond,38.7867954,-89.5838563,1264,Illinois,IL
Bonner,48.0452834,-116.971344,2311,Idaho,ID
Bonneville,43.4219046,-112.0115353,7516,Idaho,ID
Boone,36.244796,-93.3307178,2615,Arkansas,AR
Boone,42.3925257,-88.8979038,4247,Illinois,IL
Boone,39.9711487,-86.6228267,4097,Indiana,IN
Boone,41.8983104,-93.8012355,1575,Iowa,IA
Boone,39.0546897,-84.824178,8197,Kentucky,KY
Boone,38.7110674,-92.2966415,14877,Missouri,MO
Boone,41.655561,-98.2425142,382,Nebraska,NE
Boone,37.9735831,-81.8811876,1490,West Virginia,WV
Borden,32.7519339,-101.4748367,25,Texas,TX
Bosque,31.7690028,-97.8044264,1252,Texas,TX
Bossier,32.4530173,-93.620859,7591,Louisiana,LA
Botetourt,37.3465226,-79.9535799,3361,Virginia,VA
Bottineau,48.6109543,-101.3975287,462,North Dakota,ND
Boulder,39.9744828,-105.5469917,23974,Colorado,CO
Boundary,48.5778594,-116.4490927,740,Idaho,ID
Bourbon,37.71914,-94.6560069,1222,Kansas,KS
Bourbon,38.2088847,-84.2272013,1272,Kentucky,KY
Bowie,33.3250043,-94.5506588,6353,Texas,TX
Bowman,46.0971958,-103.1305491,194,North Dakota,ND
Box Butte,42.2755085,-103.3504527,785,Nebraska,NE
Box Elder,41.7604977,-113.4188573,4007,Utah,UT
Boyd,38.3069896,-82.7510087,3280,Kentucky,KY
Boyd,42.9265124,-99.1300158,140,Nebraska,NE
Boyle,37.6339327,-84.9782423,2256,Kentucky,KY
Bracken,38.7616884,-84.2049504,656,Kentucky,KY
Bradford,29.9080538,-82.3188448,1450,Florida,FL
Bradford,41.6425283,-76.805113,4017,Pennsylvania,PA
Bradley,33.3269242,-92.2957673,778,Arkansas,AR
Bradley,35.1150099,-84.9890965,6960,Tennessee,TN
Branch,41.851471,-85.1902338,3089,Michigan,MI
Brantley,31.1427011,-82.1194073,1180,Georgia,GA
Braxton,38.6555047,-80.871607,781,West Virginia,WV
Brazoria,29.0863188,-95.766667,23237,Texas,TX
Brazos,30.6776871,-96.4836008,23478,Texas,TX
Breathitt,37.4093845,-83.3010265,1046,Kentucky,KY
Breckinridge,37.6015365,-86.456025,1181,Kentucky,KY
Bremer,42.6510205,-92.4971684,2169,Iowa,IA
Brevard,28.1991197,-80.781941,34526,Florida,FL
Brewster,29.1661139,-103.2705356,481,Texas,TX
Briscoe,34.4574777,-101.2871607,100,Texas,TX
Bristol,41.8421063,-71.3223094,38686,Massachusetts,MA
Bristol,41.5970547,-71.3206662,4135,Rhode Island,RI
Bristol (city),36.6563096,-82.2122194,1865,Virginia,VA
Broadwater,46.1725209,-111.5898267,308,Montana,MT
Bronx,40.8204787,-73.9250841,115106,New York,NY
Brooke,40.1934325,-80.6680436,1475,West Virginia,WV
Brookings,44.2423481,-97.0440111,3630,South Dakota,SD
Brooks,30.8781673,-83.7245332,892,Georgia,GA
Brooks,26.880517,-98.2162126,580,Texas,TX
Broome,42.1333325,-76.0846222,16041,New York,NY
Broward,26.0067352,-80.4601524,114200,Florida,FL
Brown,40.0063425,-90.8685201,398,Illinois,IL
Brown,39.1795298,-86.2355113,894,Indiana,IN
Brown,39.8161454,-95.7383904,687,Kansas,KS
Brown,44.240509,-94.9752484,1868,Minnesota,MN
Brown,42.3595618,-99.9239198,184,Nebraska,NE
Brown,38.7903375,-83.9669376,2748,Ohio,OH
Brown,45.663342,-98.6839842,2435,South Dakota,SD
Brown,31.5179134,-99.1354675,2743,Texas,TX
Brown,44.3257285,-88.1757948,17646,Wisconsin,WI
Brule,43.7521413,-99.2924646,371,South Dakota,SD
Brunswick,33.9179874,-78.5919532,5272,North Carolina,NC
Brunswick,36.5788225,-77.977561,1141,Virginia,VA
Bryan,32.1850595,-81.6597751,2673,Georgia,GA
Bryan,33.8737654,-96.5604393,3176,Oklahoma,OK
Buchanan,42.4532052,-92.0932302,1487,Iowa,IA
Buchanan,39.5612,-95.017149,4780,Missouri,MO
Buchanan,37.1176854,-82.1485244,1375,Virginia,VA
Buckingham,37.5863211,-78.6235353,730,Virginia,VA
Bucks,40.3662368,-75.3258449,39316,Pennsylvania,PA
Buena Vista,42.6884358,-95.3190269,1742,Iowa,IA
Buena Vista (city),37.7224969,-79.3608638,719,Virginia,VA
Buffalo,40.709811,-99.3739859,3924,Nebraska,NE
Buffalo,44.1021758,-99.4172926,177,South Dakota,SD
Buffalo,44.2733577,-91.7738815,942,Wisconsin,WI
Bullitt,38.064495,-85.7503727,4075,Kentucky,KY
Bulloch,32.3253148,-81.8887805,8267,Georgia,GA
Bullock,32.1818722,-85.9331538,764,Alabama,AL
Buncombe,35.5119658,-82.7117015,13900,North Carolina,NC
Bureau,41.2802455,-89.7943947,2304,Illinois,IL
Burke,32.79705,-82.2249451,1590,Georgia,GA
Burke,35.6503914,-81.5375599,6339,North Carolina,NC
Burke,48.8398716,-102.7968315,104,North Dakota,ND
Burleigh,46.7375712,-100.678406,5449,North Dakota,ND
Burleson,30.398612,-96.4978518,1101,Texas,TX
Burlington,39.6063608,-74.4667153,29854,New Jersey,NJ
Burnet,30.5313389,-98.3783471,2535,Texas,TX
Burnett,45.7512621,-92.6923834,803,Wisconsin,WI
Burt,41.8255536,-96.492473,413,Nebraska,NE
Butler,31.5684045,-86.8061508,1375,Alabama,AL
Butler,42.6018309,-92.8964771,908,Iowa,IA
Butler,37.5699617,-97.1074284,5254,Kansas,KS
Butler,37.2156784,-86.8385063,644,Kentucky,KY
Butler,36.5574943,-90.4712561,2674,Missouri,MO
Butler,41.1977639,-97.2810048,534,Nebraska,NE
Butler,39.3540565,-84.7878244,28069,Ohio,OH
Butler,40.7623149,-80.1229004,13715,Pennsylvania,PA
Butte,39.3392635,-121.7707851,17853,California,CA
Butte,43.6856967,-113.5836371,229,Idaho,ID
Butte,44.9338724,-103.8957447,696,South Dakota,SD
Butts,33.2921568,-83.9695442,1758,Georgia,GA
Cabarrus,35.3027481,-80.6399371,12574,North Carolina,NC
Cabell,38.3076099,-82.4873626,7390,West Virginia,WV
Cache,41.6260187,-111.9462025,10257,Utah,UT
Caddo,32.3625271,-94.0067505,17968,Louisiana,LA
Caddo,35.0836326,-98.5944348,2223,Oklahoma,OK
Calaveras,38.1926203,-120.9578204,2880,California,CA
Calcasieu,30.1879063,-93.5983129,14541,Louisiana,LA
Caldwell,37.1982925,-88.0108129,839,Kentucky,KY
Caldwell,31.9515633,-92.1534405,727,Louisiana,LA
Caldwell,39.531881,-94.0507754,675,Missouri,MO
Caldwell,36.0109549,-81.7352538,5460,North Carolina,NC
Caldwell,29.8160651,-97.8350536,2790,Texas,TX
Caledonia,44.2324529,-72.2575163,2371,Vermont,VT
Calhoun,33.5817578,-85.9954935,9325,Alabama,AL
Calhoun,33.4968029,-92.4801628,290,Arkansas,AR
Calhoun,30.2867179,-85.2395985,839,Florida,FL
Calhoun,31.4231556,-84.6843055,166,Georgia,GA
Calhoun,38.9183111,-90.5897352,296,Illinois,IL
Calhoun,42.4250985,-94.8505006,615,Iowa,IA
Calhoun,42.1101373,-85.2186991,8568,Michigan,MI
Calhoun,33.8462135,-89.416592,1029,Mississippi,MS
Calhoun,33.7012187,-80.7571705,728,South Carolina,SC
Calhoun,28.4417191,-96.5795739,1657,Texas,TX
Calhoun,38.6695274,-81.0894997,441,West Virginia,WV
Callahan,32.266413,-99.5188938,800,Texas,TX
Callaway,38.6229985,-92.1022762,3425,Missouri,MO
Calloway,36.521138,-88.3337561,3280,Kentucky,KY
Calumet,44.0260761,-88.1763118,1692,Wisconsin,WI
Calvert,38.411433,-76.548803,7116,Maryland,MD
Camas,43.4925991,-114.809455,48,Idaho,ID
Cambria,40.2906555,-78.9699433,9699,Pennsylvania,PA
Camden,31.0133625,-81.8190935,3923,Georgia,GA
Camden,37.964471,-92.9629371,2491,Missouri,MO
Camden,39.783815,-75.0560676,37180,New Jersey,NJ
Camden,36.4878661,-76.3506868,674,North Carolina,NC
Cameron,29.8533747,-93.5682881,213,Louisiana,LA
Cameron,41.3565133,-78.1972792,327,Pennsylvania,PA
Cameron,26.0620065,-97.8469709,35618,Texas,TX
Camp,32.9657723,-95.127063,981,Texas,TX
Campbell,39.0132482,-84.4538446,6550,Kentucky,KY
Campbell,45.9101666,-100.354491,71,South Dakota,SD
Campbell,36.2603357,-84.292968,2612,Tennessee,TN
Campbell,37.132961,-79.3727482,2572,Virginia,VA
Campbell,43.7054424,-105.6195672,3199,Wyoming,WY
Canadian,35.5875332,-98.1451886,7141,Oklahoma,OK
Candler,32.407098,-82.0787881,749,Georgia,GA
Cannon,35.8040035,-86.1926961,926,Tennessee,TN
Canyon,43.7977175,-116.9295713,14943,Idaho,ID
Cape Girardeau,37.1960014,-89.7382559,5860,Missouri,MO
Cape May,38.9334463,-74.953895,6129,New Jersey,NJ
Carbon,45.0617258,-109.0877501,562,Montana,MT
Carbon,40.8249635,-75.8462013,3836,Pennsylvania,PA
Carbon,39.7395262,-110.936463,1652,Utah,UT
Carbon,41.2394503,-107.741407,887,Wyoming,WY
Caribou,42.777857,-111.9427149,474,Idaho,ID
Carlisle,36.8225601,-89.0276677,310,Kentucky,KY
Carlton,46.5125604,-92.9502483,2452,Minnesota,MN
Caroline,38.7449676,-75.9127679,2396,Maryland,MD
Caroline,37.942668,-77.4486656,1669,Virginia,VA
Carroll,36.3732134,-93.743893,1525,Arkansas,AR
Carroll,33.5317002,-85.2629964,10342,Georgia,GA
Carroll,41.9857757,-90.0583204,1008,Illinois,IL
Carroll,40.6105241,-86.6379891,1178,Indiana,IN
Carroll,41.9115645,-95.0551423,1440,Iowa,IA
Carroll,38.663259,-85.1686727,818,Kentucky,KY
Carroll,39.328183,-77.0714114,13111,Maryland,MD
Carroll,33.4154104,-90.2121566,603,Mississippi,MS
Carroll,39.3550679,-93.7044152,657,Missouri,MO
Carroll,43.7177215,-71.3691786,2662,New Hampshire,NH
Carroll,40.5023579,-81.2537739,1327,Ohio,OH
Carroll,35.8727444,-88.6509627,2287,Tennessee,TN
Carroll,36.5794307,-80.7651266,1253,Virginia,VA
Carson,35.3466623,-101.4442625,371,Texas,TX
Carson City,39.166998,-119.8392327,3573,Nevada,NV
Carter,38.2884036,-83.1572001,2048,Kentucky,KY
Carter,36.8855916,-91.1590455,504,Missouri,MO
Carter,45.3281475,-104.8621057,71,Montana,MT
Carter,34.43927,-97.5220149,3218,Oklahoma,OK
Carter,36.300986,-82.2908924,2929,Tennessee,TN
Carteret,34.7482839,-77.1504581,3424,North Carolina,NC
Carver,44.7234273,-93.9569591,5949,Minnesota,MN
Cascade,47.0886109,-111.6852823,5376,Montana,MT
Casey,37.1818017,-85.023368,907,Kentucky,KY
Cass,39.8841158,-90.3981775,989,Illinois,IL
Cass,40.8566273,-86.5125014,2853,Indiana,IN
Cass,41.2264551,-95.1266889,889,Iowa,IA
Cass,41.7960336,-86.0305399,2970,Michigan,MI
Cass,46.3575259,-94.4933019,1455,Minnesota,MN
Cass,38.4906578,-94.372655,6696,Missouri,MO
Cass,40.8045714,-96.4258352,1778,Nebraska,NE
Cass,46.9187497,-97.5398869,10868,North Dakota,ND
Cass,32.8675547,-94.5494879,2050,Texas,TX
Cassia,42.284852,-113.8244037,1885,Idaho,ID
Castro,34.4080485,-102.4195425,561,Texas,TX
Caswell,36.4796508,-79.4725635,1058,North Carolina,NC
Catahoula,31.5208091,-91.8991708,751,Louisiana,LA
Catawba,35.6376189,-81.2358434,10984,North Carolina,NC
Catoosa,34.9505837,-85.2432389,3387,Georgia,GA
Catron,33.2983496,-108.8032829,162,New Mexico,NM
Cattaraugus,42.1574696,-78.9526182,6048,New York,NY
Cavalier,48.7105738,-98.8727806,213,North Dakota,ND
Cayuga,42.6736171,-76.6271522,5364,New York,NY
Cecil,39.5519707,-76.0631472,7318,Maryland,MD
Cedar,41.6914005,-91.3184325,1122,Iowa,IA
Cedar,37.6190302,-94.0151672,867,Missouri,MO
Cedar,42.3956242,-97.3599907,631,Nebraska,NE
Centre,40.8118388,-78.2435974,16171,Pennsylvania,PA
Cerro Gordo,42.916337,-93.4936083,3007,Iowa,IA
Chaffee,38.6763211,-106.2629337,896,Colorado,CO
Chambers,32.7571807,-85.2924943,2480,Alabama,AL
Chambers,29.7895234,-94.8591253,2531,Texas,TX
Champaign,39.9608195,-88.4347235,20526,Illinois,IL
Champaign,40.0571687,-84.0276002,2910,Ohio,OH
Chariton,39.5077506,-93.2202758,414,Missouri,MO
Charles,38.4285071,-77.2053249,11171,Maryland,MD
Charles City,37.3459584,-77.0553137,280,Virginia,VA
Charles Mix,43.4207511,-98.9530123,706,South Dakota,SD
Charleston,32.7003689,-80.2870565,22047,South Carolina,SC
Charlevoix,45.6742523,-85.542708,1658,Michigan,MI
Charlotte,26.8475238,-82.281369,6640,Florida,FL
Charlotte,37.1051917,-78.7947489,1005,Virginia,VA
Charlottesville (city),38.0069719,-78.5950604,7070,Virginia,VA
Charlton,30.4223907,-82.1703728,841,Georgia,GA
Chase,38.222479,-96.740487,151,Kansas,KS
Chase,40.4832568,-101.9075097,232,Nebraska,NE
Chatham,32.1216586,-81.3417395,19373,Georgia,GA
Chatham,35.5632305,-79.5429277,2664,North Carolina,NC
Chattahoochee,32.2630561,-84.7395088,250,Georgia,GA
Chattooga,34.587768,-85.4773637,1705,Georgia,GA
Chautauqua,37.1107474,-96.4863304,224,Kansas,KS
Chautauqua,42.1408452,-79.7461083,10738,New York,NY
Chaves,32.934663,-104.6263609,5542,New Mexico,NM
Cheatham,36.0948723,-87.1152657,2704,Tennessee,TN
Cheboygan,45.5172858,-84.7481356,1521,Michigan,MI
Chelan,47.4196987,-120.6431578,5198,Washington,WA
Chemung,42.1556361,-76.9592996,5883,New York,NY
Chenango,42.4069898,-75.8421615,3665,New York,NY
Cherokee,34.1729144,-85.7662996,1357,Alabama,AL
Cherokee,34.1242244,-84.570679,12944,Georgia,GA
Cherokee,42.5807264,-95.7184712,719,Iowa,IA
Cherokee,37.2850166,-94.9263189,1378,Kansas,KS
Cherokee,35.1001363,-84.138594,1565,North Carolina,NC
Cherokee,35.7352565,-94.9641387,3822,Oklahoma,OK
Cherokee,35.1119103,-81.7131624,3639,South Carolina,SC
Cherokee,31.7754163,-95.1965716,3395,Texas,TX
Cherry,42.7892481,-101.6748345,334,Nebraska,NE
Chesapeake (city),36.6969632,-76.379928,17022,Virginia,VA
Cheshire,42.8092977,-72.5048221,6544,New Hampshire,NH
Chester,39.7507432,-76.0703829,35764,Pennsylvania,PA
Chester,34.5233815,-81.1145128,2367,South Carolina,SC
Chester,35.401322,-88.6832496,1407,Tennessee,TN
Chesterfield,34.4602123,-80.2471946,3291,South Carolina,SC
Chesterfield,37.4220804,-77.7813703,22564,Virginia,VA
Cheyenne,38.833241,-102.8276936,127,Colorado,CO
Cheyenne,39.797204,-101.8367349,161,Kansas,KS
Cheyenne,41.3107811,-103.3319023,604,Nebraska,NE
Chickasaw,42.9627813,-92.5425128,833,Iowa,IA
Chickasaw,33.7801409,-89.0404745,1393,Mississippi,MS
Chicot,33.1012182,-91.2780792,751,Arkansas,AR
Childress,34.4377661,-100.2809616,438,Texas,TX
Chilton,32.733603,-86.8936274,2672,Alabama,AL
Chippewa,45.9784827,-84.0207837,2537,Michigan,MI
Chippewa,45.0358134,-95.826677,761,Minnesota,MN
Chippewa,44.9456262,-91.3929544,3815,Wisconsin,WI
Chisago,45.3341255,-93.0998159,4347,Minnesota,MN
Chittenden,44.3099545,-73.2209778,13259,Vermont,VT
Choctaw,31.8705381,-88.3911316,893,Alabama,AL
Choctaw,33.2965464,-89.451227,463,Mississippi,MS
Choctaw,34.0187438,-95.8587643,930,Oklahoma,OK
Chouteau,47.7160214,-111.1585399,289,Montana,MT
Chowan,36.1007859,-76.6108137,884,North Carolina,NC
Christian,39.4314546,-89.445923,2345,Illinois,IL
Christian,36.6610184,-87.6545109,5358,Kentucky,KY
Christian,37.0307592,-93.5309417,5267,Missouri,MO
Churchill,39.53771,-118.2641654,1698,Nevada,NV
Cibola,34.7667982,-108.6849178,1813,New Mexico,NM
Cimarron,36.5548969,-102.7959095,139,Oklahoma,OK
Citrus,28.7670112,-82.6251915,9562,Florida,FL
Clackamas,45.3061075,-122.7730657,22672,Oregon,OR
Claiborne,32.9515395,-93.0628696,916,Louisiana,LA
Claiborne,31.8212621,-90.7921586,675,Mississippi,MS
Claiborne,36.5542269,-83.9605219,2420,Tennessee,TN
Clallam,47.9064025,-124.6218128,4062,Washington,WA
Clare,43.8583868,-85.0205253,2236,Michigan,MI
Clarendon,33.5341983,-80.337458,2453,South Carolina,SC
Clarion,40.9512939,-79.6355932,3537,Pennsylvania,PA
Clark,34.2436539,-93.3909094,2682,Arkansas,AR
Clark,44.3000866,-112.2805448,65,Idaho,ID
Clark,39.2870326,-87.9985454,1138,Illinois,IL
