POINTID,ZIPCODE,LATITUDE,LONGITUDE,POINTTYPE,TESTCENTERID,TCTYPE,INSTITUTION,POPULATION
356173,70390,29.92884,-91.026608,TESTCENTER,2269836,HIGH SCHOOL,ASSUMPTION HIGH SCHOOL,
356174,70393,29.9913577,-91.0072724,ZIP,,,,71
356175,70341,30.0325198,-91.0674601,ZIP,,,,322
356176,70346,30.09,-91,TESTCENTER,2269828,HIGH SCHOOL,DONALDSONVILLE HIGH SCHOOL,
356177,70780,30.298733,-91.185298,ZIP,,,,76
356178,70820,30.36507,-91.203973,ZIP,,,,1897
356179,70803,30.4,-91.19,TESTCENTER,2269900,4 YR COLLEGE/UNIVERSITY,LOUISIANA STATE UNIVERSITY,
356180,70808,30.406596,-91.146765,TESTCENTER,2269905,HIGH SCHOOL,"SAINT JOSEPH'S ACADEMY",
356181,70808,30.4041457,-91.1391369,ZIP,,,,3203
356182,70721,30.2233913,-91.0795054,ZIP,,,,167
356183,70776,30.2658443,-91.0861391,ZIP,,,,234
356184,70346,30.1537163,-91.0032001,ZIP,,,,788
356185,70734,30.2065557,-90.9969989,ZIP,,,,608
356186,70734,30.236265,-90.975824,TESTCENTER,2270346,HIGH SCHOOL,DUTCHTOWN HIGH SCHOOL,
356187,70810,30.3319423,-91.0921348,ZIP,,,,2349
356188,70810,30.36,-91.09,TESTCENTER,2269907,HIGH SCHOOL,DUNHAM SCHOOL,
356189,70809,30.3940452,-91.0709724,ZIP,,,,1136
356190,70816,30.39,-91.04,TESTCENTER,2269909,HIGH SCHOOL,PARKVIEW BAPTIST HIGH SCHOOL,
356191,70817,30.375106,-90.9804201,ZIP,,,,2125
356192,70725,30.1280926,-90.9594303,ZIP,,,,165
356193,70086,30.0361992,-90.8653997,ZIP,,,,181
356194,70723,30.059602,-90.840237,ZIP,,,,139
356195,70743,30.0310906,-90.7791935,ZIP,,,,33
356196,70763,30.0448623,-90.7418763,ZIP,,,,291
356197,70071,30.051611,-90.7059012,ZIP,,,,274
356198,70737,30.22238,-90.9221965,ZIP,,,,2735
356199,70737,30.22,-90.91,TESTCENTER,2269892,HIGH SCHOOL,EAST ASCENSION HIGH SCHOOL,
356200,70737,30.247306,-90.918012,TESTCENTER,2271743,HIGH SCHOOL,ASCENSION CHRISTIAN HIGH SCHOOL,
356201,70778,30.1577561,-90.8626818,ZIP,,,,169
356202,70774,30.23849,-90.843527,TESTCENTER,2269896,HIGH SCHOOL,SAINT AMANT HIGH SCHOOL,
356203,70769,30.3074302,-90.9406432,ZIP,,,,2597
356204,70774,30.2145538,-90.7619043,ZIP,,,,758
356205,70733,30.2994338,-90.8130857,ZIP,,,,100
356206,70754,30.4074104,-90.75046,ZIP,,,,732
356207,70363,29.560137,-90.691668,TESTCENTER,2269832,HIGH SCHOOL,ALLEN J ELLENDER MEMORIAL H S,
356208,70343,29.5483975,-90.5572386,ZIP,,,,437
356209,70374,29.6045071,-90.5019875,ZIP,,,,485
356210,70364,29.6276368,-90.6817841,ZIP,,,,2124
356211,70394,29.6926822,-90.6161164,ZIP,,,,989
356212,70394,29.717835,-90.599908,TESTCENTER,2271439,HIGH SCHOOL,CENTRAL LAFOURCHE HIGH SCHOOL,
356213,70375,29.6900778,-90.5364478,ZIP,,,,4
356214,70355,29.7172002,-90.4689504,ZIP,,,,80
356215,70030,29.8191975,-90.4397097,ZIP,,,,362
356216,70373,29.5979543,-90.3186527,ZIP,,,,498
356217,70354,29.431125,-90.298054,TESTCENTER,2269829,HIGH SCHOOL,SOUTH LAFOURCHE HIGH SCHOOL,
356218,70354,29.4525571,-90.2823555,ZIP,,,,355
356219,70345,29.5484158,-90.2590203,ZIP,,,,684
356220,70080,29.8839984,-90.4336988,ZIP,,,,95
356221,70070,29.8298416,-90.3106266,ZIP,,,,872
356222,70090,29.9692527,-90.7011357,ZIP,,,,536
356223,70071,30.04,-90.7,TESTCENTER,2269810,HIGH SCHOOL,LUTCHER HIGH SCHOOL,
356224,70052,30.0550686,-90.695015,ZIP,,,,310
356225,70076,30.061668,-90.6496136,ZIP,,,,17
356226,70051,30.0861503,-90.6476026,ZIP,,,,172
356227,70049,30.0305444,-90.571302,ZIP,,,,202
356228,70057,29.9621976,-90.4641995,ZIP,,,,315
356229,70084,30.0756451,-90.5674811,ZIP,,,,559
356230,70084,30.060255,-90.551773,TESTCENTER,2267293,HIGH SCHOOL,EAST SAINT JOHN HIGH SCHOOL,
356231,70084,30.060255,-90.551773,TESTCENTER,2271287,HIGH SCHOOL,RIVERSIDE ACADEMY,
356232,70449,30.27,-90.7,TESTCENTER,2269847,HIGH SCHOOL,MAUREPAS HIGH SCHOOL,
356233,70449,30.2739296,-90.6701,ZIP,,,,238
356234,70462,30.376279,-90.5807404,ZIP,,,,353
356235,70039,29.8869428,-90.3890061,ZIP,,,,209
356236,70079,30.0034144,-90.4102104,ZIP,,,,233
356237,70047,29.96579,-90.373982,TESTCENTER,2269807,HIGH SCHOOL,DESTREHAN HIGH SCHOOL,
356238,70047,29.9689472,-90.3673089,ZIP,,,,1083
356239,70087,29.9760272,-90.3150151,ZIP,,,,642
356240,70031,29.9434918,-90.2955647,ZIP,,,,89
356241,70062,29.9916931,-90.2581794,ZIP,,,,1182
356242,70094,29.9157778,-90.2076053,ZIP,,,,2495
356243,70094,29.914386,-90.181305,TESTCENTER,2273315,OTHER,RIVERSIDE ALT HIGH SCHOOL,
356244,70123,29.949939,-90.2055585,ZIP,,,,1333
356245,70003,29.99746,-90.21457,TESTCENTER,2269804,HIGH SCHOOL,ARCHBISHOP CHAPELLE HIGH SCHOOL,
356246,70065,30.01,-90.22,TESTCENTER,2269809,HIGH SCHOOL,ALFRED T BONNABEL HIGH SCHOOL,
356247,70003,30.0011635,-90.2097235,ZIP,,,,2398
356248,70006,30.0140317,-90.191345,ZIP,,,,775
356249,70065,30.0272915,-90.25345,ZIP,,,,3350
356250,70068,30.1560989,-90.4368976,ZIP,,,,2672
356251,70454,30.3628461,-90.3585938,ZIP,,,,1813
356252,70803,30.4143169,-91.1776636,ZIP,,,,636
356253,70802,30.4444687,-91.1776922,ZIP,,,,2394
356254,70802,30.444236,-91.169037,TESTCENTER,2273224,JR HIGH/MIDDLE SCHOOL,MCKINLEY MIDDLE MAGNET SCHOOL,
356255,70807,30.533199,-91.178615,TESTCENTER,2273311,HIGH SCHOOL,SCENIC ALTERNATIVE HIGH SCHOOL,
356256,70806,30.44,-91.15,TESTCENTER,2269902,HIGH SCHOOL,CATHOLIC HIGH SCHOOL,
356257,70806,30.448486,-91.130046,TESTCENTER,2269901,HIGH SCHOOL,BATON ROUGE MAGNET HIGH SCHOOL,
356258,70806,30.4487582,-91.1247527,ZIP,,,,1628
356259,70805,30.4889225,-91.1582605,ZIP,,,,2855
356260,70805,30.48604,-91.148095,TESTCENTER,2268879,HIGH SCHOOL,REDEMPTORIST HIGH SCHOOL,
356261,70811,30.5376815,-91.1349065,ZIP,,,,1048
356262,70812,30.5007273,-91.1104364,ZIP,,,,1058
356263,70807,30.5437252,-91.219682,ZIP,,,,2415
356264,70714,30.57,-91.12,TESTCENTER,2269889,HIGH SCHOOL,BETHANY CHRISTIAN SCHOOL,
356265,70714,30.5871885,-91.1276333,ZIP,,,,1650
356266,70791,30.651982,-91.1544402,ZIP,,,,1816
356267,70791,30.656129,-91.135841,TESTCENTER,2269899,HIGH SCHOOL,ZACHARY HIGH SCHOOL,
356268,70815,30.4554629,-91.0662622,ZIP,,,,2196
356269,70814,30.4851773,-91.0679834,ZIP,,,,1205
356270,70816,30.4318127,-91.0219667,ZIP,,,,2617
356271,70819,30.472459,-91.0095356,ZIP,,,,333
356272,70818,30.540832,-91.049964,TESTCENTER,2269910,HIGH SCHOOL,CENTRAL HIGH SCHOOL,
356273,70818,30.5425319,-91.0498945,ZIP,,,,669
356274,70739,30.6010655,-90.965337,ZIP,,,,885
356275,70770,30.643797,-90.996933,ZIP,,,,202
356276,70748,30.8177295,-91.1939856,ZIP,,,,376
356277,70777,30.7402486,-91.0786278,ZIP,,,,290
356278,70730,30.8098769,-91.0946434,ZIP,,,,257
356279,70726,30.484623,-90.932588,TESTCENTER,2272336,HIGH SCHOOL,DENHAM SPRINGS SENIOR HIGH SCHOOL,
356280,70726,30.4255748,-90.8861195,ZIP,,,,3600
356281,70785,30.48,-90.87,TESTCENTER,2269897,HIGH SCHOOL,WALKER HIGH SCHOOL,
356282,70706,30.606884,-90.920617,TESTCENTER,2268425,HIGH SCHOOL,LIVE OAK HIGH SCHOOL,
356283,70706,30.6072229,-90.9073688,ZIP,,,,1655
356284,70785,30.5571012,-90.8192356,ZIP,,,,1592
356285,70722,30.854787,-90.9459394,ZIP,,,,394
356286,70453,30.7006889,-90.7648877,ZIP,,,,74
356287,70441,30.8599668,-90.7490663,ZIP,,,,398
356288,70441,30.864693,-90.725561,TESTCENTER,2271413,HIGH SCHOOL,ST HELENA COLLEGE AND CAREER ACADEMY,
356289,70441,30.864693,-90.725561,TESTCENTER,2273434,HIGH SCHOOL,ST HELENA CENTRAL MIDDLE SCHOOL,
356290,39631,31.0672084,-91.1340064,ZIP,,,,259
356291,70789,30.9405812,-91.0829571,ZIP,,,,63
356292,70761,30.9749539,-91.0382789,ZIP,,,,64
356293,39633,31.306441,-91.1806465,ZIP,,,,68
356294,39638,31.2250044,-90.9959239,ZIP,,,,216
356295,39645,31.1487846,-90.7988909,ZIP,,,,304
356296,39645,31.15,-90.79,TESTCENTER,2267046,TECH HIGH SCHOOL,AMITE COUNTY VO-TECH SCHOOL,
356297,70711,30.514872,-90.596415,TESTCENTER,2269887,HIGH SCHOOL,ALBANY HIGH SCHOOL,
356298,70711,30.5245065,-90.5920051,ZIP,,,,374
356299,70744,30.5534865,-90.6742245,ZIP,,,,474
356300,70454,30.440644,-90.442247,TESTCENTER,2269849,HIGH SCHOOL,PONCHATOULA HIGH SCHOOL,
356301,70403,30.4855539,-90.4876874,ZIP,,,,1815
356302,70402,30.505067,-90.478788,TESTCENTER,2269838,4 YR COLLEGE/UNIVERSITY,SOUTHEASTERN LOUISIANA UNIVERSITY,
356303,70401,30.51908,-90.487856,TESTCENTER,2273317,HIGH SCHOOL,SAINT THOMAS AQUINAS HIGH SCHOOL,
356304,70402,30.5161611,-90.4701293,ZIP,,,,1055
356305,70401,30.5335533,-90.4554425,ZIP,,,,1791
356306,70443,30.6326726,-90.5345791,ZIP,,,,774
356307,70443,30.635148,-90.527685,TESTCENTER,2274193,HIGH SCHOOL,INDEPENDENCE HIGH SCHOOL,
356308,70466,30.5687142,-90.5007611,ZIP,,,,595
356309,70451,30.5484201,-90.4808808,ZIP,,,,25
356310,70422,30.718208,-90.570493,TESTCENTER,2269839,HIGH SCHOOL,AMITE HIGH SCHOOL,
356311,70436,30.7930362,-90.5215822,ZIP,,,,59
356312,70422,30.7348323,-90.4808433,ZIP,,,,1063
356313,70456,30.7870589,-90.5046199,ZIP,,,,235
356314,70465,30.8562587,-90.5239299,ZIP,,,,57
356315,70444,30.8970046,-90.4893751,ZIP,,,,794
356316,70455,30.5298555,-90.3239811,ZIP,,,,104
356317,70401,30.55,-90.38,TESTCENTER,2269837,HIGH SCHOOL,HAMMOND HIGH MAGNET SCHOOL,
356318,70446,30.6301708,-90.3497072,ZIP,,,,430
356319,70447,30.4226234,-90.205827,ZIP,,,,593
356320,70437,30.6195957,-90.2092378,ZIP,,,,518
356321,70442,30.69314,-90.3340284,ZIP,,,,15
356322,70450,30.9287449,-90.2667507,ZIP,,,,184
356323,39657,31.0403238,-90.5062677,ZIP,,,,152
356324,39652,31.1136591,-90.4753964,ZIP,,,,585
356325,39635,31.1914286,-90.4634305,ZIP,,,,5
356326,39664,31.3259696,-90.6741535,ZIP,,,,117
356327,39666,31.2949656,-90.4827259,ZIP,,,,835
356328,39666,31.29752,-90.465427,TESTCENTER,2267048,2 YR COMM COLLEGE,SOUTHWEST MISSISSIPPI C C,
356329,39629,31.4366371,-90.4568498,ZIP,,,,438
356330,39648,31.1893437,-90.3843018,ZIP,,,,1677
356331,39648,31.221594,-90.432449,TESTCENTER,2267047,HIGH SCHOOL,PARKLANE ACADEMY,
356332,39648,31.221594,-90.432449,TESTCENTER,2271952,HIGH SCHOOL,MC COMB HIGH SCHOOL,
356333,39662,31.3863724,-90.2853942,ZIP,,,,103
356334,71371,31.6816815,-92.2552926,ZIP,,,,117
356335,71342,31.6051585,-92.1407291,ZIP,,,,498
356336,71342,31.674817,-92.113677,TESTCENTER,2269934,HIGH SCHOOL,JENA HIGH SCHOOL,
356337,71465,31.876829,-92.1791433,ZIP,,,,229
356338,71441,31.9515633,-92.1534405,ZIP,,,,44
356339,71343,31.5208091,-91.8991708,ZIP,,,,520
356340,71343,31.62,-91.81,TESTCENTER,2269936,HIGH SCHOOL,BLOCK HIGH SCHOOL,
356341,71377,31.6106042,-91.7862715,ZIP,,,,11
356342,71401,31.7974813,-91.9459205,ZIP,,,,7
356343,71340,31.759812,-91.8080495,ZIP,,,,99
356344,71425,31.8841254,-91.8641449,ZIP,,,,15
356345,71243,31.9517296,-91.8160933,ZIP,,,,13
356346,71435,32.0317409,-92.1663551,ZIP,,,,275
356347,71418,32.114794,-92.103653,TESTCENTER,2269942,HIGH SCHOOL,CALDWELL PARISH HIGH SCHOOL,
356348,71418,32.1539245,-92.0667201,ZIP,,,,408
356349,71292,32.3966778,-92.2147639,ZIP,,,,1588
356350,71202,32.463327,-92.090231,TESTCENTER,2268609,HIGH SCHOOL,RICHWOOD HIGH SCHOOL,
356351,71202,32.463327,-92.090231,TESTCENTER,2271463,HIGH SCHOOL,WOSSMAN HIGH SCHOOL,
356352,71202,32.463327,-92.090231,TESTCENTER,2273307,CORRECTIONAL INSTITUTION,SOUTHSIDE ALTERNATIVE HIGH SCH,
356353,71202,32.3999054,-92.0565505,ZIP,,,,2957
356354,71259,32.2592656,-91.848657,ZIP,,,,121
356355,71259,32.333114,-91.797607,TESTCENTER,2269824,HIGH SCHOOL,MANGHAM HIGH SCHOOL,
356356,71269,32.4406345,-91.7937837,ZIP,,,,902
356357,71334,31.6634429,-91.5583513,ZIP,,,,658
356358,71378,31.9423648,-91.708659,ZIP,,,,167
356359,71368,31.8797067,-91.6818824,ZIP,,,,110
356360,71326,31.7770777,-91.603933,ZIP,,,,89
356361,71373,31.57,-91.45,TESTCENTER,2269940,HIGH SCHOOL,VIDALIA HIGH SCHOOL,
356362,39120,31.5086316,-91.3585384,ZIP,,,,2088
356363,39120,31.54924,-91.364214,TESTCENTER,2266999,2 YR COMM COLLEGE,COPIAH - LINCOLN C C - NATCHEZ,
356364,71375,31.8737184,-91.487345,ZIP,,,,48
356365,71366,31.9372156,-91.3370578,ZIP,,,,112
356366,71295,32.159229,-91.710845,TESTCENTER,2269731,HIGH SCHOOL,FRANKLIN PARISH HIGH SCHOOL,
356367,71295,32.148625,-91.7072923,ZIP,,,,953
356368,71336,32.0271225,-91.5915947,ZIP,,,,109
356369,71336,32.034943,-91.592026,TESTCENTER,2267541,JR HIGH/MIDDLE SCHOOL,GILBERT JUNIOR HIGH SCHOOL,
356370,71219,32.3257056,-91.69322,ZIP,,,,77
356371,71357,32.1189911,-91.2993019,ZIP,,,,166
356372,71232,32.4053025,-91.466092,ZIP,,,,456
356373,71291,32.531726,-92.175971,TESTCENTER,2267765,HIGH SCHOOL,WEST MONROE HIGH SCHOOL,
356374,71291,32.531726,-92.175971,TESTCENTER,2271189,HIGH SCHOOL,CLAIBORNE CHRISTIAN HIGH SCHOOL,
356375,71291,32.5656238,-92.1729121,ZIP,,,,2122
356376,71201,32.52,-92.12,TESTCENTER,2269917,HIGH SCHOOL,NEVILLE HIGH SCHOOL,
356377,71201,32.5329289,-92.1059108,ZIP,,,,1150
356378,71201,32.53,-92.08,TESTCENTER,2269918,HIGH SCHOOL,SAINT FREDERICK HIGH SCHOOL,
356379,71209,32.5290229,-92.0695851,ZIP,,,,114
356380,71203,32.553038,-92.042241,TESTCENTER,2269919,HIGH SCHOOL,OUACHITA CHRISTIAN SCHOOL,
356381,71203,32.553038,-92.042241,TESTCENTER,2269920,HIGH SCHOOL,OUACHITA PARISH HIGH SCHOOL,
356382,71203,32.553038,-92.042241,TESTCENTER,2269928,HIGH SCHOOL,STERLINGTON HIGH SCHOOL,
356383,71203,32.5822094,-92.0183576,ZIP,,,,3317
356384,71280,32.7177015,-92.1012063,ZIP,,,,255
356385,71260,32.907919,-92.234961,ZIP,,,,212
356386,71229,32.6319255,-91.8967523,ZIP,,,,95
356387,71264,32.6012809,-91.7725276,ZIP,,,,60
356388,71220,32.789382,-91.90776,TESTCENTER,2269922,HIGH SCHOOL,BASTROP HIGH SCHOOL,
356389,71220,32.789382,-91.90776,TESTCENTER,2271198,HIGH SCHOOL,PRAIRIE VIEW ACADEMY,
356390,71220,32.8645385,-91.9085414,ZIP,,,,1646
356391,71747,33.0607312,-92.2028906,ZIP,,,,82
356392,71647,33.3643601,-92.1140354,ZIP,,,,165
356393,71647,33.422207,-92.127714,TESTCENTER,2269958,HIGH SCHOOL,HERMITAGE HIGH SCHOOL,
356394,71635,33.1310522,-91.9965051,ZIP,,,,870
356395,71635,33.12,-91.96,TESTCENTER,2269955,HIGH SCHOOL,CROSSETT HIGH SCHOOL,
356396,71646,33.23,-91.79,TESTCENTER,2269957,HIGH SCHOOL,HAMBURG HIGH SCHOOL,
356397,71646,33.2355441,-91.7875873,ZIP,,,,496
356398,71642,33.3873955,-91.8874792,ZIP,,,,55
356399,71237,32.5971598,-91.4947973,ZIP,,,,103
356400,71266,32.6946631,-91.5043748,ZIP,,,,145
356401,71261,32.7724019,-91.6983364,ZIP,,,,79
356402,71223,32.8889135,-91.6548141,ZIP,,,,37
356403,71250,32.9549935,-91.5831888,ZIP,,,,11
356404,71263,32.8718446,-91.4258367,ZIP,,,,574
356405,71263,32.872258,-91.412905,TESTCENTER,2272339,HIGH SCHOOL,OAK GROVE HIGH SCHOOL,
356406,71254,32.7964806,-91.2533794,ZIP,,,,499
356407,71253,32.9912016,-91.3094403,ZIP,,,,13
356408,71676,33.0521822,-91.567642,ZIP,,,,36
356409,71661,33.1510337,-91.5502431,ZIP,,,,27
356410,71658,33.3159681,-91.5620569,ZIP,,,,49
356411,71663,33.2264432,-91.4294825,ZIP,,,,44
356412,71640,33.1012182,-91.2780792,ZIP,,,,224
356413,71638,33.5209357,-91.4846678,ZIP,,,,211
356414,71653,33.33,-91.28,TESTCENTER,2269959,HIGH SCHOOL,LAKESIDE HIGH SCHOOL,
356415,71653,33.3433727,-91.2517683,ZIP,,,,316
356416,39661,31.4844467,-91.0834678,ZIP,,,,228
356417,39069,31.6861604,-91.0432491,ZIP,,,,416
356418,39096,31.8176361,-91.1206984,ZIP,,,,403
356419,39096,31.838257,-91.095691,TESTCENTER,2266997,4 YR COLLEGE/UNIVERSITY,ALCORN STATE UNIVERSITY,
356420,39653,31.4818232,-90.8644777,ZIP,,,,155
356421,39630,31.4593058,-90.8453502,ZIP,,,,70
356422,39647,31.5259751,-90.7227002,ZIP,,,,61
356423,39668,31.7104932,-90.8093404,ZIP,,,,48
356424,39144,31.8212621,-90.7921586,ZIP,,,,64
356425,39086,31.9494277,-90.7666302,ZIP,,,,151
356426,39150,32.0047425,-90.976048,ZIP,,,,460
356427,71282,32.3589812,-91.1810636,ZIP,,,,782
356428,39180,32.2240417,-90.8571323,ZIP,,,,2396
356429,71233,32.3251775,-90.9320969,ZIP,,,,29
356430,39180,32.325824,-90.85065,TESTCENTER,2267004,HIGH SCHOOL,VICKSBURG HIGH SCHOOL,
356431,39183,32.4470782,-90.8066103,ZIP,,,,1079
356432,39601,31.5630804,-90.4712621,ZIP,,,,1830
356433,39601,31.58581,-90.451995,TESTCENTER,2268430,HIGH SCHOOL,BROOKHAVEN HIGH SCHOOL,
356434,39601,31.58581,-90.451995,TESTCENTER,2272491,HIGH SCHOOL,WEST LINCOLN ATTENDANCE CENTER,
356435,39083,31.8446151,-90.4773059,ZIP,,,,739
356436,39191,31.7113091,-90.4243343,ZIP,,,,824
356437,39191,31.690055,-90.413106,TESTCENTER,2267005,2 YR COMM COLLEGE,COPIAH - LINCOLN C C,
356438,39665,31.6428101,-90.2091761,ZIP,,,,77
356439,39083,31.856188,-90.405078,TESTCENTER,2266993,HIGH SCHOOL,COPIAH ACADEMY,
356440,39083,31.86,-90.39,TESTCENTER,2266996,HIGH SCHOOL,HAZLEHURST HIGH SCHOOL,
356441,39078,31.8780482,-90.1882041,ZIP,,,,63
356442,39175,32.0907185,-90.6312353,ZIP,,,,403
356443,39154,32.2251107,-90.4446707,ZIP,,,,1281
356444,39066,32.2966275,-90.6061525,ZIP,,,,336
356445,39041,32.4048033,-90.4688647,ZIP,,,,257
356446,39059,31.993329,-90.374439,TESTCENTER,2266990,HIGH SCHOOL,CRYSTAL SPRINGS HIGH SCHOOL,
356447,39059,31.9824595,-90.3557831,ZIP,,,,1021
356448,39170,32.1117715,-90.3306537,ZIP,,,,662
356449,39154,32.23922,-90.424088,TESTCENTER,2267001,2 YR COMM COLLEGE,HINDS C C AT RAYMOND,
356450,39170,32.114683,-90.324143,TESTCENTER,2271496,HIGH SCHOOL,TERRY HIGH SCHOOL,
356451,39212,32.2432613,-90.2803511,ZIP,,,,3087
356452,39272,32.1906102,-90.2583273,ZIP,,,,897
356453,39212,32.24,-90.26,TESTCENTER,2272979,HIGH SCHOOL,HILLCREST CHRISTIAN SCHOOL,
356454,39056,32.3737515,-90.3508641,ZIP,,,,1846
356455,39056,32.341079,-90.322893,TESTCENTER,2266988,HIGH SCHOOL,CLINTON HIGH SCHOOL,
356456,39056,32.341079,-90.322893,TESTCENTER,2266989,4 YR COLLEGE/UNIVERSITY,MISSISSIPPI COLLEGE,
356457,39204,32.283162,-90.230579,TESTCENTER,2272448,HIGH SCHOOL,JIM HILL HIGH SCHOOL,
356458,39217,32.2991313,-90.2104945,ZIP,,,,319
356459,39204,32.2793105,-90.2063343,ZIP,,,,1643
356460,39203,32.3088835,-90.2003382,ZIP,,,,1038
356461,39217,32.28,-90.18,TESTCENTER,2267012,4 YR COLLEGE/UNIVERSITY,JACKSON STATE UNIVERSITY,
356462,39201,32.2896061,-90.184324,ZIP,,,,9
356463,39232,32.289828,-90.181404,TESTCENTER,2271948,HIGH SCHOOL,NORTHWEST RANKIN HIGH SCHOOL,
356464,39236,32.305765,-90.185735,TESTCENTER,2266674,HIGH SCHOOL,NEW SUMMIT SCHOOL,
356465,39213,32.355288,-90.217099,TESTCENTER,2273608,2 YR COMM COLLEGE,HINDS C C AT JACKSON,
356466,39203,32.31,-90.2,TESTCENTER,2267008,HIGH SCHOOL,LANIER HIGH SCHOOL,
356467,39209,32.3955216,-90.2931934,ZIP,,,,2559
356468,39213,32.3927569,-90.2365903,ZIP,,,,1716
356469,71276,32.5702675,-91.1478161,ZIP,,,,22
356470,71286,32.6592138,-91.1989855,ZIP,,,,34
356471,71254,32.807067,-91.19057,TESTCENTER,2269926,HIGH SCHOOL,GENERAL TRASS HIGH SCHOOL,
356472,38744,33.0141537,-91.0371485,ZIP,,,,77
356473,39113,32.9138344,-91.017222,ZIP,,,,69
356474,38745,32.9722783,-90.9928156,ZIP,,,,11
356475,39156,32.5478162,-90.7767423,ZIP,,,,27
356476,39177,32.6232726,-90.8002735,ZIP,,,,4
356477,39088,32.7546438,-90.703709,ZIP,,,,18
356478,39054,32.7743441,-90.9392771,ZIP,,,,33
356479,39159,32.8265662,-90.9353775,ZIP,,,,239
356480,38721,33.01213,-90.809535,TESTCENTER,2266968,JR HIGH/MIDDLE SCHOOL,SOUTH DELTA MIDDLE SCHOOL,
356481,38721,32.989634,-90.7463593,ZIP,,,,105
356482,38731,33.0665996,-91.0467421,ZIP,,,,3
356483,38701,33.3107383,-91.0442622,ZIP,,,,1931
356484,38701,33.378737,-91.046793,TESTCENTER,2266967,JR HIGH/MIDDLE SCHOOL,SOLOMON MIDDLE SCHOOL,
356485,38701,33.378737,-91.046793,TESTCENTER,2271136,HIGH SCHOOL,ST JOSEPH CATHOLIC HIGH SCHOOL,
356486,38703,33.4756616,-91.0528341,ZIP,,,,1306
356487,38760,33.4580342,-90.9892728,ZIP,,,,88
356488,38748,33.1511963,-90.902048,ZIP,,,,314
356489,38765,33.0691127,-90.8746112,ZIP,,,,15
356490,38722,33.2603037,-90.8839385,ZIP,,,,45
356491,38756,33.3897965,-90.8602246,ZIP,,,,494
356492,39162,32.6187898,-90.6244388,ZIP,,,,18
356493,39097,32.9890666,-90.6076658,ZIP,,,,50
356494,39194,32.8452433,-90.520794,ZIP,,,,1412
356495,39040,32.6297055,-90.4174757,ZIP,,,,222
356496,39071,32.5563705,-90.318383,ZIP,,,,398
356497,39194,32.85937,-90.403145,TESTCENTER,2267006,HIGH SCHOOL,YAZOO COUNTY HIGH SCHOOL,
356498,39194,32.85937,-90.403145,TESTCENTER,2267007,HIGH SCHOOL,YAZOO CITY HIGH SCHOOL,
356499,39039,32.8165505,-90.2174955,ZIP,,,,148
356500,38754,33.2499438,-90.6225345,ZIP,,,,119
356501,39115,33.0448634,-90.5668976,ZIP,,,,10
356502,39166,33.0408204,-90.4816387,ZIP,,,,45
356503,39038,33.18421,-90.492435,TESTCENTER,2266985,HIGH SCHOOL,HUMPHREYS COUNTY HIGH SCHOOL,
356504,39038,33.1860599,-90.4845775,ZIP,,,,518
356505,38753,33.3473386,-90.5762836,ZIP,,,,94
356506,38751,33.4455298,-90.6869946,ZIP,,,,927
356507,38751,33.449075,-90.654144,TESTCENTER,2268013,HIGH SCHOOL,GENTRY HIGH SCHOOL,
356508,38761,33.478325,-90.51425,TESTCENTER,2266970,2 YR COMM COLLEGE,MISSISSIPPI DELTA C C,
356509,38778,33.5471168,-90.5313324,ZIP,,,,143
356510,38761,33.4301525,-90.484464,ZIP,,,,449
356511,39169,33.215516,-90.2451183,ZIP,,,,279
356512,38924,33.2914898,-90.2246106,ZIP,,,,61
356513,38946,33.3640045,-90.3785491,ZIP,,,,29
356514,38941,33.4845734,-90.358231,ZIP,,,,625
356515,38941,33.479838,-90.339421,TESTCENTER,2266983,4 YR COLLEGE/UNIVERSITY,MISSISSIPPI VALLEY STATE UNIV,
356516,38954,33.4154104,-90.2121566,ZIP,,,,109
356517,70036,29.7140316,-90.121496,ZIP,,,,57
356518,70067,29.7108797,-90.0967847,ZIP,,,,220
356519,70072,29.8356535,-90.1103023,ZIP,,,,3956
356520,70072,29.859756,-90.110462,TESTCENTER,2267378,HIGH SCHOOL,ARCHBISHOP SHAW HIGH SCHOOL,
356521,70072,29.859756,-90.110462,TESTCENTER,2268146,HIGH SCHOOL,ACADEMY OF OUR LADY,
356522,70072,29.859756,-90.110462,TESTCENTER,2268420,HIGH SCHOOL,JOHN EHRET HIGH SCHOOL,
356523,70058,29.872535,-90.067259,TESTCENTER,2269598,HIGH SCHOOL,KNIGHTS HIGH SCHOOL,
356524,70058,29.8688638,-90.0648755,ZIP,,,,3142
356525,70040,29.7446821,-89.9382957,ZIP,,,,122
356526,70037,29.8274515,-90.0247016,ZIP,,,,1143
356527,70037,29.834514,-90.004177,TESTCENTER,2273116,HIGH SCHOOL,BELLE CHASSE HIGH SCHOOL,
356528,70083,29.4630841,-89.894753,ZIP,,,,179
356529,70082,29.5637153,-89.7495959,ZIP,,,,25
356530,70085,29.836707,-89.7374405,ZIP,,,,320
356531,70118,29.9447273,-90.1256613,ZIP,,,,3351
356532,70121,29.9597628,-90.1633142,ZIP,,,,506
356533,70001,29.98,-90.15,TESTCENTER,2269802,HIGH SCHOOL,ARCHBISHOP RUMMEL HIGH SCHOOL,
356534,70001,29.987138,-90.169513,TESTCENTER,2269801,HIGH SCHOOL,EAST JEFFERSON HIGH SCHOOL,
