COUNTY,LAT,LONG,POPULATION,STATE,STATE_ABBREVIATION,ID2
Divide,48.88752589999999,-103.74995229999999,87,North Dakota,ND,38023
Dixie,29.3333255,-83.1225412,849,Florida,FL,12029
Dixon,42.2571674,-96.8913672,433,Nebraska,NE,31179
Doddridge,39.2629402,-80.7740468,340,West Virginia,WV,54017
Dodge,31.9211435,-83.1983703,1738,Georgia,GA,13091
Dodge,44.0292318,-93.02729509999999,1452,Minnesota,MN,27039
Dodge,41.505047999999995,-96.7853645,2519,Nebraska,NE,31053
Dodge,43.295980799999995,-88.86773459999999,5747,Wisconsin,WI,55027
Dolores,37.658451,-109.0296051,102,Colorado,CO,08033
Dona Ana,32.441109399999995,-106.92128100000001,3385,New Mexico,NM,35013
Doniphan,39.7037161,-95.2739614,764,Kansas,KS,20043
Donley,34.9007598,-100.99454920000001,404,Texas,TX,48129
Dooly,32.1558773,-83.8867965,1359,Georgia,GA,13093
Door,44.755491799999994,-87.60529509999999,1533,Wisconsin,WI,55029
Dorchester,38.2716986,-76.05270379999999,1995,Maryland,MD,24019
Dorchester,33.1926747,-80.6704168,11226,South Carolina,SC,45035
Dougherty,31.525260499999998,-84.30146500000001,8332,Georgia,GA,13095
Douglas,39.254744,-105.15697309999999,19167,Colorado,CO,08035
Douglas,33.6625485,-84.84723309999998,10815,Georgia,GA,13097
Douglas,39.700937599999996,-88.46932220000001,1454,Illinois,IL,17041
Douglas,39.0118338,-95.44251640000002,10512,Kansas,KS,20045
Douglas,45.78591,-95.7049562,2366,Minnesota,MN,27041
Douglas,36.8986683,-92.6777075,713,Missouri,MO,29067
Douglas,41.355752200000005,-96.35770759999998,35451,Nebraska,NE,31055
Douglas,38.955157799999995,-119.91147099999999,1902,Nevada,NV,32005
Douglas,43.751828700000004,-124.1661459,6801,Oregon,OR,41019
Douglas,43.463754200000004,-98.6538021,203,South Dakota,SD,46043
Douglas,47.309923600000005,-120.07598259999999,2824,Washington,WA,53017
Douglas,46.4544383,-92.1950411,3033,Wisconsin,WI,55031
Doña Ana,31.9518869,-107.0162715,15706,New Mexico,NM,35013
Drew,33.5917485,-91.9381907,1501,Arkansas,AR,05043
DuPage,41.747452,-88.2386218,65962,Illinois,IL,17043
Dubois,38.2352776,-87.0461635,2804,Indiana,IN,18037
Dubuque,42.395826,-91.115713,7128,Iowa,IA,19061
Duchesne,40.1538263,-110.81996809999998,1570,Utah,UT,49013
Dukes,41.3371591,-70.7610311,818,Massachusetts,MA,25007
Dundy,40.211718700000006,-101.9198631,111,Nebraska,NE,31057
Dunklin,36.0355097,-90.3088666,2239,Missouri,MO,29069
Dunn,47.2081797,-102.8331995,192,North Dakota,ND,38025
Dunn,44.9480451,-92.10716359999999,4127,Wisconsin,WI,55033
Duplin,35.1198759,-78.17443709999999,3401,North Carolina,NC,37163
Durham,35.8950398,-78.92374740000001,18236,North Carolina,NC,37063
Dutchess,41.5484987,-73.96840159999999,24598,New York,NY,36027
Duval,30.2251332,-81.9845611,58365,Florida,FL,12031
Duval,27.8360172,-98.6287762,1006,Texas,TX,48131
Dyer,36.016377500000004,-89.586052,2684,Tennessee,TN,47045
Eagle,39.777824,-107.10581850000001,2606,Colorado,CO,08037
East Baton Rouge,30.365070000000003,-91.203973,34317,Louisiana,LA,22033
East Carroll,32.7964806,-91.25337940000001,555,Louisiana,LA,22035
East Feliciana,30.8177295,-91.19398559999999,1444,Louisiana,LA,22037
Eastland,32.1169531,-98.9851401,1610,Texas,TX,48133
Eaton,42.4604341,-85.0547432,8262,Michigan,MI,26045
Eau Claire,44.7519836,-91.5149983,8205,Wisconsin,WI,55035
Echols,30.706501799999998,-83.01902709999999,95,Georgia,GA,13101
Ector,31.969312199999997,-102.6308816,10717,Texas,TX,48135
Eddy,32.7019844,-104.9558463,3927,New Mexico,NM,35005
Eddy,47.839572499999996,-99.097658,138,North Dakota,ND,38027
Edgar,39.5466954,-87.92675799999999,1133,Illinois,IL,17045
Edgecombe,35.913445,-77.7257001,4054,North Carolina,NC,37065
Edgefield,33.7041381,-81.8472766,1283,South Carolina,SC,45037
Edmonson,37.216901,-86.4572337,646,Kentucky,KY,21031
Edmunds,45.452705,-99.67822,270,South Dakota,SD,46045
Edwards,38.361723,-88.16417729999999,420,Illinois,IL,17191
Edwards,37.844005200000005,-99.5563539,192,Kansas,KS,20047
Edwards,29.9890298,-100.28517729999999,116,Texas,TX,48137
Effingham,32.1728431,-81.3986019,3886,Georgia,GA,13103
Effingham,38.8923222,-88.6640285,2686,Illinois,IL,17025
El Dorado,38.6850869,-121.0637686,12500,California,CA,06017
El Paso,38.6347325,-104.9030061,42820,Colorado,CO,08041
El Paso,31.4340582,-106.0632383,69460,Texas,TX,48141
Elbert,39.186147,-104.515915,1570,Colorado,CO,08039
Elbert,34.1862455,-83.0441488,1464,Georgia,GA,13105
Elk,37.3238062,-96.4309516,165,Kansas,KS,20049
Elk,41.3923425,-78.7916306,1908,Pennsylvania,PA,42047
Elkhart,41.5443638,-86.0696684,14532,Indiana,IN,18141
Elko,40.530669,-116.19397790000001,3880,Nevada,NV,32011
Elliott,38.0888554,-83.10625290000002,326,Kentucky,KY,21063
Ellis,38.7131299,-99.3325007,2194,Kansas,KS,20051
Ellis,36.049392600000004,-99.6890488,251,Oklahoma,OK,40045
Ellis,32.3023672,-97.037219,12866,Texas,TX,48139
Ellsworth,38.6150158,-98.4513737,315,Kansas,KS,20053
Elmore,32.4818795,-86.36631120000001,6100,Alabama,AL,01051
Elmore,42.917840399999996,-115.5473127,1878,Idaho,ID,16073
Emanuel,32.5540489,-82.595322,1546,Georgia,GA,13167
Emery,38.9239742,-111.2109527,831,Utah,UT,49015
Emmet,43.40410870000001,-94.80505649999999,890,Iowa,IA,19063
Emmet,45.5248071,-85.0083454,2227,Michigan,MI,26047
Emmons,46.0982731,-100.20100670000001,235,North Dakota,ND,38029
Emporia (city),36.670257899999996,-77.550253,933,Virginia,VA,51081
Erath,32.0753007,-98.3486196,3573,Texas,TX,48143
Erie,42.593878499999995,-79.0793015,66141,New York,NY,36029
Erie,41.3832279,-82.8058923,5281,Ohio,OH,39043
Erie,41.9396447,-80.4842346,22565,Pennsylvania,PA,42049
Escambia,31.1477327,-87.4948211,2542,Alabama,AL,01053
Escambia,30.340176399999997,-87.37433990000001,23103,Florida,FL,12033
Esmeralda,37.782534600000005,-118.07490039999999,42,Nevada,NV,32009
Essex,42.4659985,-70.9757922,51892,Massachusetts,MA,25009
Essex,40.7423455,-74.3342374,54926,New Jersey,NJ,34013
Essex,43.9358002,-74.1675142,2378,New York,NY,36031
Essex,44.8008873,-71.862687,403,Vermont,VT,50009
Essex,38.051097799999994,-77.0726233,771,Virginia,VA,51057
Estill,37.6829776,-83.9909522,942,Kentucky,KY,21065
Etowah,33.993999200000005,-86.2468703,6721,Alabama,AL,01055
Eureka,39.8279875,-115.9006017,117,Nevada,NV,32011
Evangeline,30.4524669,-92.5777432,2599,Louisiana,LA,22001
Evans,32.1654456,-81.9361689,763,Georgia,GA,13109
Fairfax,38.7813316,-77.39133249999999,62046,Virginia,VA,51059
Fairfax (city),38.837137899999995,-77.3404656,6642,Virginia,VA,51059
Fairfield,41.0244455,-73.57115,62198,Connecticut,CT,09001
Fairfield,39.6009855,-82.8300891,11863,Ohio,OH,39045
Fairfield,34.2851395,-81.2965827,1570,South Carolina,SC,45039
Fall River,43.2907662,-103.8496681,411,South Dakota,SD,46047
Fallon,46.398868799999995,-104.5936848,158,Montana,MT,30025
Falls,31.185096,-97.04366740000002,1003,Texas,TX,48145
Falls Church (city),38.886334399999996,-77.18097519999999,986,Virginia,VA,51610
Fannin,34.9129065,-84.5391041,1252,Georgia,GA,13111
Fannin,33.4022255,-96.2385699,2135,Texas,TX,48147
Faribault,43.5167138,-94.11664449999999,985,Minnesota,MN,27043
Faulk,44.9914566,-99.4993408,162,South Dakota,SD,46049
Faulkner,34.97398870000001,-92.5260783,8561,Arkansas,AR,05045
Fauquier,38.5261804,-77.79456579999999,4541,Virginia,VA,51061
Fayette,33.651545899999995,-87.93487990000001,1060,Alabama,AL,01057
Fayette,33.2674273,-84.47513790000001,9144,Georgia,GA,13113
Fayette,38.9461884,-89.1301478,1371,Illinois,IL,17051
Fayette,39.595055,-85.31083199999999,1615,Indiana,IN,18139
Fayette,42.6886619,-91.9374863,1495,Iowa,IA,19065
Fayette,37.9824602,-84.5630512,20783,Kentucky,KY,21067
Fayette,39.5265158,-83.441323,1730,Ohio,OH,39047
Fayette,39.7513919,-79.89348670000001,9191,Pennsylvania,PA,42051
Fayette,35.0733869,-89.5050305,1733,Tennessee,TN,47047
Fayette,29.727617300000002,-97.1584498,1558,Texas,TX,48149
Fayette,37.928234100000005,-81.2834168,3098,West Virginia,WV,54019
Fentress,36.285582899999994,-85.0771116,1152,Tennessee,TN,47049
Fergus,46.9071114,-109.65540940000001,661,Montana,MT,30027
Ferry,48.1114291,-118.64617309999998,490,Washington,WA,53019
Fillmore,43.6084019,-92.4737571,1526,Minnesota,MN,27099
Fillmore,40.43026,-97.7382609,442,Nebraska,NE,31059
Finney,38.068425399999995,-101.0212583,3170,Kansas,KS,20055
Fisher,32.7143303,-100.40777290000001,291,Texas,TX,48151
Flagler,29.428804,-81.339209,5509,Florida,FL,12035
Flathead,48.0444151,-114.8326148,6023,Montana,MT,30029
Fleming,38.2689939,-83.6397813,1000,Kentucky,KY,21069
Florence,33.954301,-79.93227940000001,9956,South Carolina,SC,45041
Florence,45.9202971,-88.7155099,198,Wisconsin,WI,55041
Floyd,34.1336908,-85.34580079999999,7063,Georgia,GA,13115
Floyd,38.305960299999995,-85.9848442,5170,Indiana,IN,18043
Floyd,42.968595,-92.8857167,1129,Iowa,IA,19067
Floyd,37.4755966,-83.0092725,2602,Kentucky,KY,21119
Floyd,33.9619316,-101.2461448,490,Texas,TX,48153
Floyd,36.9115771,-80.603687,767,Virginia,VA,51063
Fluvanna,37.7310042,-78.2631545,1445,Virginia,VA,51065
Foard,33.8996847,-99.7697842,103,Texas,TX,48155
Fond du Lac,43.7435852,-88.86126329999999,6746,Wisconsin,WI,55039
Ford,40.4678493,-88.3519975,931,Illinois,IL,17053
Ford,37.7236031,-100.0571865,2785,Kansas,KS,20057
Forest,41.3311923,-79.1736798,555,Pennsylvania,PA,42053
Forest,45.536730799999994,-88.90379200000001,702,Wisconsin,WI,55041
Forrest,31.3337037,-89.4191753,8169,Mississippi,MS,28073
Forsyth,34.2103486,-84.1877939,8000,Georgia,GA,13117
Forsyth,36.0024566,-80.37929150000001,26468,North Carolina,NC,37067
Fort Bend,29.2863771,-95.7778115,34259,Texas,TX,48039
Foster,47.4404192,-99.07659340000001,233,North Dakota,ND,38031
Fountain,39.959635600000006,-87.29910500000001,1418,Indiana,IN,18045
Franklin,34.3391015,-88.095624,2374,Alabama,AL,01059
Franklin,35.3286419,-94.0130245,1351,Arkansas,AR,05047
Franklin,29.7317338,-85.11187220000001,509,Florida,FL,12037
Franklin,34.2673107,-83.1540998,1746,Georgia,GA,13119
Franklin,42.0634231,-112.015748,1020,Idaho,ID,16041
Franklin,37.869529,-89.056407,2680,Illinois,IL,17055
Franklin,39.391200299999994,-85.2457978,1377,Indiana,IN,18047
Franklin,42.8041557,-93.4604212,624,Iowa,IA,19069
Franklin,38.4410938,-95.4388607,1953,Kansas,KS,20059
Franklin,38.1755197,-84.8646825,3410,Kentucky,KY,21073
Franklin,31.951729600000004,-91.81609329999999,1319,Louisiana,LA,22041
Franklin,44.8669162,-70.7740978,2322,Maine,ME,23007
Franklin,42.727772200000004,-72.9853464,4302,Massachusetts,MA,25011
Franklin,31.4844467,-91.0834678,514,Mississippi,MS,28037
Franklin,38.4287281,-91.303851,7632,Missouri,MO,29071
Franklin,40.096650700000005,-99.136253,194,Nebraska,NE,31061
Franklin,44.2260105,-74.4809307,3826,New York,NY,36033
Franklin,35.999902399999996,-78.4350891,3702,North Carolina,NC,37069
Franklin,39.8155032,-83.1657651,80743,Ohio,OH,39049
Franklin,39.800186700000005,-77.9474003,7551,Pennsylvania,PA,42055
Franklin,35.0168069,-86.20301979999999,2695,Tennessee,TN,47051
Franklin,33.024584600000004,-95.19713349999999,653,Texas,TX,48159
Franklin,44.8084216,-73.08250749999999,2920,Vermont,VT,50011
Franklin,36.887904,-80.077927,3431,Virginia,VA,51067
Franklin,46.5936091,-119.18008780000001,6156,Washington,WA,53021
Franklin (city),36.6558478,-76.95084059999999,945,Virginia,VA,51175
Frederick,39.314453,-77.6200192,17574,Maryland,MD,24021
Frederick,38.988130600000005,-78.5723998,5474,Virginia,VA,51171
Fredericksburg (city),38.2992718,-77.4866583,2389,Virginia,VA,51630
Freeborn,43.530046500000005,-93.52227890000002,1816,Minnesota,MN,27047
Freestone,31.478899699999996,-96.2297571,1104,Texas,TX,48161
Fremont,38.348083100000004,-105.83057020000001,2399,Colorado,CO,08043
Fremont,43.9792923,-111.76735670000001,1007,Idaho,ID,16043
Fremont,40.7394749,-95.80039709999998,504,Iowa,IA,19071
Fremont,43.6271243,-109.6681303,2678,Wyoming,WY,56013
Fresno,36.1977854,-120.4222494,80231,California,CA,06019
Frio,28.7119474,-99.17742170000001,1368,Texas,TX,48163
Frontier,40.587320500000004,-100.7458656,244,Nebraska,NE,31063
Fulton,36.3302301,-92.13982370000001,645,Arkansas,AR,05049
Fulton,33.54643,-84.72263170000001,66795,Georgia,GA,13121
Fulton,40.2283665,-90.3119148,2256,Illinois,IL,17057
Fulton,40.992875500000004,-86.4005453,1435,Indiana,IN,18049
Fulton,36.5554213,-89.21927420000002,435,Kentucky,KY,21075
Fulton,43.2095685,-74.6099954,3467,New York,NY,36035
Fulton,41.5345544,-84.29378709999999,3499,Ohio,OH,39051
Fulton,39.8079548,-78.2396574,936,Pennsylvania,PA,42057
Furnas,40.379758100000004,-100.19194949999999,374,Nebraska,NE,31063
Gadsden,30.520124699999997,-84.67508070000001,3168,Florida,FL,12039
Gage,40.0696335,-96.8212161,1335,Nebraska,NE,31067
Gaines,32.6898202,-102.7246614,1463,Texas,TX,48165
Galax (city),36.6399749,-80.9347763,1080,Virginia,VA,51077
Gallatin,37.7072386,-88.3586325,364,Illinois,IL,17059
Gallatin,38.6892051,-84.87144040000001,593,Kentucky,KY,21187
Gallatin,45.066933,-111.48968359999999,6592,Montana,MT,30057
Gallia,38.7629278,-82.4115554,2282,Ohio,OH,39053
Galveston,29.3036288,-95.0324162,22269,Texas,TX,48167
Garden,41.5903715,-102.5982594,128,Nebraska,NE,31069
Garfield,39.4950287,-108.0479716,4023,Colorado,CO,08045
Garfield,47.5011541,-107.5138496,44,Montana,MT,30033
Garfield,41.9565643,-99.1559562,147,Nebraska,NE,31071
Garfield,36.280361,-98.0628705,3767,Oklahoma,OK,40047
Garfield,37.6406011,-112.4307717,373,Utah,UT,49017
Garfield,46.4277345,-117.56538770000002,144,Washington,WA,53023
Garland,34.4241338,-93.2407307,6134,Arkansas,AR,05051
Garrard,37.6667106,-84.57724870000001,1133,Kentucky,KY,21079
Garrett,39.3893806,-79.3907446,2075,Maryland,MD,24023
Garvin,34.833535299999994,-97.5890448,1963,Oklahoma,OK,40049
Garza,33.2858897,-101.33926729999999,490,Texas,TX,48169
Gasconade,38.31617620000001,-91.6311374,1023,Missouri,MO,29073
Gaston,35.314932299999995,-81.28329240000001,14222,North Carolina,NC,37071
Gates,36.43107929999999,-76.86809190000001,896,North Carolina,NC,37073
Geary,38.9735205,-96.80308840000001,2926,Kansas,KS,20061
Geauga,41.3847514,-81.28575909999999,6743,Ohio,OH,39055
Gem,43.906825700000006,-116.65939809999999,1123,Idaho,ID,16045
Genesee,42.9914524,-83.9447721,33534,Michigan,MI,26155
Genesee,42.973851200000006,-78.3895269,4438,New York,NY,36037
Geneva,31.097174900000002,-86.06141059999999,1815,Alabama,AL,01061
Gentry,40.0625984,-94.4825854,513,Missouri,MO,29075
George,30.8739654,-88.6019955,2114,Mississippi,MS,28039
Georgetown,33.4543125,-79.6131213,4378,South Carolina,SC,45089
Gibson,38.176142999999996,-87.57293890000001,2361,Indiana,IN,18051
Gibson,35.827399299999996,-88.9264094,3679,Tennessee,TN,47053
Gila,33.0037715,-110.78550659999999,3594,Arizona,AZ,04007
Gilchrist,29.7624852,-82.8599571,1363,Florida,FL,12041
Giles,35.0212463,-87.17167370000001,1991,Tennessee,TN,47055
Giles,37.316320000000005,-80.8575381,1089,Virginia,VA,51071
Gillespie,30.339769800000003,-99.30657990000002,1441,Texas,TX,48267
Gilliam,45.239934399999996,-120.2167659,98,Oregon,OR,41021
Gilmer,34.7281269,-84.54352840000001,1616,Georgia,GA,13123
Gilmer,38.768006,-80.9994663,577,West Virginia,WV,54021
Gilpin,39.7802813,-105.49495959999999,210,Colorado,CO,08047
Glacier,48.4794893,-113.3635176,1115,Montana,MT,30035
Glades,26.994441,-81.29104040000001,354,Florida,FL,12043
Gladwin,43.8830237,-84.43943359999999,1661,Michigan,MI,26051
Glascock,33.2175716,-82.7098691,226,Georgia,GA,13125
Glasscock,31.769324600000004,-101.50639100000001,79,Texas,TX,48173
Glenn,39.571982500000004,-122.5808268,2217,California,CA,06021
Gloucester,39.6856283,-75.27736999999999,20011,New Jersey,NJ,34015
Gloucester,37.262931099999996,-76.50748879999999,2506,Virginia,VA,51073
Glynn,31.212644800000003,-81.6168108,5210,Georgia,GA,13127
Gogebic,46.4893375,-90.0507604,958,Michigan,MI,26053
Golden Valley,46.3630596,-109.35320859999999,67,Montana,MT,30037
Golden Valley,46.6659814,-103.9659958,145,North Dakota,ND,38033
Goliad,28.5682782,-97.5792373,446,Texas,TX,48175
Gonzales,29.3337561,-97.7655016,1388,Texas,TX,48177
Goochland,37.712553299999996,-78.0061301,2574,Virginia,VA,51075
Goodhue,44.2732123,-92.9662155,3080,Minnesota,MN,27049
Gooding,42.985015999999995,-114.95159199999999,1168,Idaho,ID,16047
Gordon,34.4145929,-85.050554,4158,Georgia,GA,13129
Goshen,41.8793474,-104.4208812,980,Wyoming,WY,56015
Gosper,40.590959999999995,-99.88188029999999,112,Nebraska,NE,31073
Gove,38.9822844,-100.6394097,167,Kansas,KS,20063
Grady,30.8083455,-84.2240877,1018,Georgia,GA,13131
Grady,35.1238865,-98.100016,2991,Oklahoma,OK,40015
Grafton,43.638324600000004,-72.30649040000002,7126,New Hampshire,NH,33009
Graham,33.06517410000001,-110.1996483,2811,Arizona,AZ,04009
Graham,39.3726697,-100.1026729,122,Kansas,KS,20065
Graham,35.3470204,-83.84281429999999,514,North Carolina,NC,37075
Grainger,36.162997,-83.6645516,1538,Tennessee,TN,47057
Grand,40.1772035,-106.4546088,786,Colorado,CO,08049
Grand,38.5267245,-109.5486486,573,Utah,UT,49019
Grand Forks,48.000938700000006,-97.849975,5936,North Dakota,ND,38035
Grand Isle,44.642247,-73.3077398,420,Vermont,VT,50013
Grand Traverse,44.5633726,-85.5254321,6360,Michigan,MI,26055
Granite,46.285771999999994,-113.4674064,140,Montana,MT,30039
Grant,34.1439577,-92.667512,1107,Arkansas,AR,05039
Grant,40.4979448,-85.81927940000001,5868,Indiana,IN,18053
Grant,37.5822698,-101.3235907,563,Kansas,KS,20067
Grant,38.6779873,-84.7685184,2021,Kentucky,KY,21081
Grant,31.691419699999997,-92.85838170000001,1381,Louisiana,LA,22043
Grant,45.9022197,-96.24572690000001,391,Minnesota,MN,27051
Grant,42.0509418,-101.9665936,49,Nebraska,NE,31075
Grant,31.5972313,-108.35497720000001,1852,New Mexico,NM,35023
Grant,46.3773502,-101.99687349999999,106,North Dakota,ND,38037
Grant,36.6829097,-98.0434531,306,Oklahoma,OK,40053
Grant,44.7221766,-119.58055449999999,424,Oregon,OR,41023
Grant,44.9921206,-96.7815128,499,South Dakota,SD,46051
Grant,46.878598499999995,-119.9093561,7153,Washington,WA,53025
Grant,38.9480514,-79.2690087,672,West Virginia,WV,54023
Grant,42.8207854,-91.00194499999999,5034,Wisconsin,WI,55043
Granville,36.1186397,-78.78100079999999,3732,North Carolina,NC,37077
Gratiot,43.1566529,-84.6738053,3444,Michigan,MI,26057
Graves,36.569596000000004,-88.80096590000001,2577,Kentucky,KY,21083
Gray,37.5548235,-100.67513709999999,515,Kansas,KS,20081
Gray,35.374818700000006,-100.8215165,1446,Texas,TX,48179
Grays Harbor,46.7838164,-124.03638640000001,4871,Washington,WA,53049
Grayson,37.6081985,-86.5531575,1863,Kentucky,KY,21027
Grayson,33.4646373,-96.8927626,8881,Texas,TX,48181
Grayson,36.6176911,-81.5781359,690,Virginia,VA,51077
Greeley,38.4804076,-101.8059837,80,Kansas,KS,20071
Greeley,41.5631316,-98.6705225,164,Nebraska,NE,31077
Green,37.336816999999996,-85.6430339,606,Kentucky,KY,21087
Green,42.5569093,-89.7834898,2438,Wisconsin,WI,55045
Green Lake,43.666881599999996,-89.2228387,1265,Wisconsin,WI,55047
Greenbrier,37.728072499999996,-80.47448229999999,2166,West Virginia,WV,54025
Greene,32.7552789,-88.00076159999999,695,Alabama,AL,01063
Greene,36.215264700000006,-90.7392147,2799,Arkansas,AR,05055
Greene,33.5541746,-83.19440429999999,819,Georgia,GA,13133
Greene,39.249601500000004,-90.56273449999999,971,Illinois,IL,17061
Greene,39.0446947,-87.1655011,2187,Indiana,IN,18055
Greene,41.931777399999994,-94.2249809,602,Iowa,IA,19073
Greene,31.0600697,-88.82370259999999,666,Mississippi,MS,28041
Greene,37.2137966,-93.5388109,19472,Missouri,MO,29077
Greene,42.184925899999996,-74.3357629,3541,New York,NY,36039
Greene,35.4532739,-77.67953840000001,1036,North Carolina,NC,37079
Greene,39.6321882,-84.07855699999999,12160,Ohio,OH,39057
Greene,39.7927239,-80.4821966,2726,Pennsylvania,PA,42059
Greene,36.156692799999995,-83.0380916,4392,Tennessee,TN,47059
Greene,38.2539515,-78.56266459999999,1020,Virginia,VA,51079
Greenlee,33.0028905,-109.38154779999999,638,Arizona,AZ,04011
Greensville,36.59227429999999,-77.5968369,43,Virginia,VA,51081
Greenup,38.6488659,-82.9720768,2217,Kentucky,KY,21089
Greenville,35.0776582,-82.62670290000001,32635,South Carolina,SC,45045
Greenwood,37.619000899999996,-96.4281161,391,Kansas,KS,20073
Greenwood,34.04422720000001,-82.227378,5481,South Carolina,SC,45047
Greer,34.89323710000001,-99.61685820000001,330,Oklahoma,OK,40055
Gregg,32.3844576,-94.87016870000001,10635,Texas,TX,48183
Gregory,43.2306023,-99.5637941,266,South Dakota,SD,46123
Grenada,33.7441949,-90.056814,1674,Mississippi,MS,28043
Griggs,47.5329748,-98.3380715,121,North Dakota,ND,38039
Grimes,30.3657758,-96.0464203,1868,Texas,TX,48185
Grundy,41.1629285,-88.5604353,3617,Illinois,IL,17063
Grundy,42.2511086,-92.92101640000001,754,Iowa,IA,19075
Grundy,40.0784317,-93.6010495,699,Missouri,MO,29079
Grundy,35.2288775,-85.82369399999999,889,Tennessee,TN,47115
Guadalupe,34.571355100000005,-105.1161406,297,New Mexico,NM,35019
Guadalupe,29.547159499999996,-98.2625978,8915,Texas,TX,48187
Guernsey,39.8451249,-81.64273659999999,2797,Ohio,OH,39059
Guilford,35.9631324,-80.04165429999999,39413,North Carolina,NC,37081
Gulf,29.838634600000002,-85.2983785,759,Florida,FL,12045
Gunnison,38.981709,-107.43058700000002,1115,Colorado,CO,08051
Guthrie,41.51245720000001,-94.5200583,713,Iowa,IA,19077
Gwinnett,33.940652,-84.2067337,63563,Georgia,GA,13135
Haakon,44.124255,-101.74009129999999,114,South Dakota,SD,46055
Habersham,34.44485529999999,-83.5707006,2897,Georgia,GA,13011
Hale,32.4678725,-87.72945209999999,1527,Alabama,AL,01091
Hale,33.98484439999999,-102.02774720000001,2902,Texas,TX,48189
Halifax,36.2494969,-77.9431558,4075,North Carolina,NC,37083
Halifax,36.586589000000004,-79.0297479,2256,Virginia,VA,51083
Hall,34.1780524,-83.9091743,13181,Georgia,GA,13139
Hall,40.8082391,-98.5972941,4041,Nebraska,NE,31079
Hall,34.4472261,-100.8098477,246,Texas,TX,48191
Hamblen,36.15112979999999,-83.406846,4247,Tennessee,TN,47089
Hamilton,30.5755611,-83.12606,1034,Florida,FL,12047
Hamilton,38.0413669,-88.7319338,539,Illinois,IL,17055
Hamilton,39.9384206,-86.1632343,15645,Indiana,IN,18057
Hamilton,42.2753042,-93.9030807,948,Iowa,IA,19079
Hamilton,38.0205558,-102.0082353,182,Kansas,KS,20075
Hamilton,40.7588283,-98.1711751,633,Nebraska,NE,31081
Hamilton,43.5002206,-74.5795437,171,New York,NY,36041
Hamilton,39.144455900000004,-84.77906180000001,58329,Ohio,OH,39061
Hamilton,34.9939206,-85.3501839,23022,Tennessee,TN,47065
Hamilton,31.686814000000002,-98.18702929999999,569,Texas,TX,48193
Hamlin,44.5966313,-97.4565412,418,South Dakota,SD,46057
Hampden,42.098676399999995,-72.961564,36904,Massachusetts,MA,25013
Hampshire,42.3501217,-73.0241116,17110,Massachusetts,MA,25015
Hampshire,39.2467269,-78.8963543,1497,West Virginia,WV,54027
Hampton,32.625830900000004,-81.27727270000001,1836,South Carolina,SC,45049
Hampton (city),37.0093013,-76.3861765,10554,Virginia,VA,51650
Hancock,33.251362199999996,-83.0010315,640,Georgia,GA,13141
Hancock,40.2834966,-91.40335520000001,1285,Illinois,IL,17067
Hancock,39.7308066,-85.9005927,5069,Indiana,IN,18059
Hancock,42.981564299999995,-93.9539657,640,Iowa,IA,19081
Hancock,37.702946399999995,-86.75407129999999,677,Kentucky,KY,21183
Hancock,44.2452075,-68.78781509999999,3179,Maine,ME,23009
Hancock,30.2513035,-89.6010198,2714,Mississippi,MS,28045
Hancock,40.87370479999999,-83.7415731,5087,Ohio,OH,39063
Hancock,36.5147553,-83.2449964,337,Tennessee,TN,47067
Hancock,40.4266896,-80.56067940000001,1904,West Virginia,WV,54029
Hand,44.4131593,-99.2722051,164,South Dakota,SD,46059
Hanover,37.7314903,-77.70452940000001,9612,Virginia,VA,51085
Hansford,36.030479299999996,-101.5075975,460,Texas,TX,48233
Hanson,43.795763799999996,-97.8375473,195,South Dakota,SD,46061
Haralson,33.655818700000005,-85.2488315,2020,Georgia,GA,13045
Hardee,27.433787,-81.9632568,2196,Florida,FL,12049
Hardeman,35.0705912,-89.1557148,1769,Tennessee,TN,47069
Hardeman,34.3043348,-99.8189165,266,Texas,TX,48197
Hardin,37.424824900000004,-88.3653191,226,Illinois,IL,17069
Hardin,42.30324829999999,-93.4534173,1462,Iowa,IA,19083
Hardin,37.5889542,-86.13331740000001,8098,Kentucky,KY,21093
Hardin,40.68185379999999,-83.8138613,2884,Ohio,OH,39065
Hardin,35.0992092,-88.3687053,1536,Tennessee,TN,47071
Hardin,30.2183252,-94.5750632,3815,Texas,TX,48199
Harding,35.9735652,-104.09081409999999,30,New Mexico,NM,35021
Harding,45.645373299999996,-104.02382469999999,103,South Dakota,SD,46063
Hardy,38.9982396,-78.9751135,797,West Virginia,WV,54031
Harford,39.6599027,-76.5650601,17318,Maryland,MD,24025
Harlan,36.727166600000004,-83.43095490000002,1984,Kentucky,KY,21095
Harlan,40.0698435,-99.63086679999999,178,Nebraska,NE,31065
Harmon,34.6896049,-99.9003199,204,Oklahoma,OK,40057
Harnett,35.3853173,-78.86210720000001,6002,North Carolina,NC,37085
Harney,43.338744,-119.8722235,527,Oregon,OR,41025
Harper,37.0991257,-98.07377650000001,365,Kansas,KS,20077
Harper,36.6608877,-100.01245829999999,251,Oklahoma,OK,40007
Harris,32.662265600000005,-84.91341059999999,1825,Georgia,GA,13145
Harris,29.740676699999998,-95.8296517,312943,Texas,TX,48157
Harrison,38.084880600000005,-86.21313149999999,2695,Indiana,IN,18061
Harrison,41.6417086,-96.0292618,1061,Iowa,IA,19085
